,Log2FC,Std.Error,df,t value,Pr(>|t|),FDR,diffexpressed,delabel
CLINT1,0.628152202,0.262252553,43.90797499,2.395218632,0.020942192,0.156588504,NO,NA
WBP2,-0.634873355,0.266457679,48.32556873,-2.382642372,0.021169117,0.15741437,NO,NA
USP22,-0.627179677,0.26421388,55.67062234,-2.373757489,0.021083794,0.15741437,NO,NA
PRXL2A,-0.630232272,0.265860614,57,-2.370536434,0.021167321,0.15741437,NO,NA
DTX3L,0.608097779,0.252519177,37.04903618,2.408125144,0.021126787,0.15741437,NO,NA
SERPING1,0.871120221,0.366780151,52.58709866,2.375047339,0.021226823,0.157626654,NO,NA
HGS,-0.715854093,0.294621031,29.48521595,-2.429745393,0.021420838,0.15884918,NO,NA
SZRD1,-0.623623944,0.259280108,34.85437897,-2.405213223,0.021608972,0.15980589,NO,NA
BCAM,-1.072756772,0.45128662,46.69673414,-2.37710742,0.021599125,0.15980589,NO,NA
IGF2R,0.510441463,0.216253106,57,2.360389041,0.021700699,0.160046357,NO,NA
COPZ1,0.531858746,0.22523841,56.52505139,2.361314595,0.021681256,0.160046357,NO,NA
ABHD16A,0.405014686,0.170425773,45.60335184,2.376487302,0.021734405,0.160076559,NO,NA
HSP90B1,0.769972501,0.32645972,56.67221279,2.358552843,0.021818992,0.160480909,NO,NA
BRIX1,-0.655005832,0.270423643,28.80257685,-2.422147057,0.021955413,0.161264899,NO,NA
LAMP1,-0.475200515,0.196097776,28.18185583,-2.42328355,0.022050509,0.161743629,NO,NA
CLDND1,0.61759964,0.254334633,27.0727939,2.428295483,0.022089319,0.161808753,NO,NA
SLC26A2,-0.927030731,0.387667229,35.90812244,-2.391305381,0.022152331,0.161831756,NO,NA
FTSJ1,0.638591857,0.271510539,57,2.351996574,0.02215087,0.161831756,NO,NA
CAND1,0.527361758,0.224649211,57,2.347489917,0.022396031,0.16339129,NO,NA
SCMH1,-0.784544692,0.332005619,44.91500025,-2.36304643,0.022515312,0.163599163,NO,NA
EPS15,0.553595257,0.234601935,47.29703934,2.359721621,0.022466103,0.163599163,NO,NA
SRSF11,-0.677592062,0.287380237,48.11710717,-2.357824149,0.02249522,0.163599163,NO,NA
CTNNA1,-0.552823523,0.235869406,57,-2.343769514,0.022600242,0.163776015,NO,NA
TMEM123,0.576720007,0.246008784,56.70413289,2.344306568,0.022589438,0.163776015,NO,NA
CYB5A,-0.822156836,0.351587026,56.98939488,-2.338416312,0.022897664,0.165709196,NO,NA
MAGT1,0.650884471,0.276412934,44.67265755,2.354754027,0.02299068,0.166159916,NO,NA
PBRM1,-0.649670654,0.277050586,49.67540266,-2.344953184,0.023067163,0.166490097,NO,NA
BAK1,0.661565537,0.279147611,36.78488782,2.369948767,0.023148471,0.166827974,NO,NA
RPS27L,0.524834096,0.224115822,50.11270867,2.341798503,0.023206555,0.166827974,NO,NA
DNMT3A,-0.638992533,0.27252206,48.35541139,-2.344736914,0.023192704,0.166827974,NO,NA
PI4KA,-0.541477283,0.232197452,57,-2.331969103,0.023258991,0.166982875,NO,NA
MAN2B1,0.51353149,0.215919638,33.01691668,2.378345461,0.023331553,0.167281662,NO,NA
TBC1D1,0.690852275,0.289198711,29.14227585,2.388849774,0.023593902,0.168938591,NO,NA
RABAC1,0.545890667,0.234772465,57,2.325190335,0.0236451,0.169081233,NO,NA
NME3,-0.633496903,0.270413841,43.70791158,-2.342694079,0.02376357,0.169480026,NO,NA
BSPRY,-0.753725854,0.322884835,48.60048886,-2.334348882,0.023755693,0.169480026,NO,NA
JOSD2,0.575281333,0.246420186,47.8857495,2.334554408,0.02380817,0.169574394,NO,NA
ANTXR1,0.68835361,0.292757466,38.77975768,2.351276023,0.023886994,0.169911958,NO,NA
FBXO9,-0.640341507,0.271666653,36.0174673,-2.357085421,0.023974111,0.170307547,NO,NA
BMS1,-0.56120654,0.242158307,57,-2.317519259,0.02408891,0.170898488,NO,NA
MEGF9,0.788331332,0.340194954,55.40187305,2.317292842,0.024208933,0.171300382,NO,NA
UBE2Z,-0.3443648,0.148100456,49.56610266,-2.325210928,0.024196288,0.171300382,NO,NA
MFSD14A,0.70884742,0.305101835,49.96594289,2.323314183,0.024272341,0.171300619,NO,NA
KRTAP10-3,0.738244865,0.31876704,56.06326933,2.315938517,0.024243217,0.171300619,NO,NA
CTTN,-0.737997486,0.319036337,56.96979559,-2.31320825,0.024343534,0.171579067,NO,NA
PTPRS,-0.641155639,0.277189062,56.03052022,-2.313062557,0.024414472,0.171854992,NO,NA
C11orf80,0.777407382,0.336463441,56.99381707,2.310525561,0.024500379,0.172235432,NO,NA
RASSF8,-0.694688299,0.301118091,57,-2.307029434,0.024707794,0.173467965,NO,NA
MAX,0.369309087,0.157671786,36.04564415,2.342264872,0.024807888,0.173496655,NO,NA
PLP2,0.649492676,0.280998269,52.00254757,2.311376077,0.02480816,0.173496655,NO,NA
DMWD,-0.489410905,0.212258786,57,-2.305727429,0.024785588,0.173496655,NO,NA
CCND1,0.91484028,0.394204394,45.49370594,2.320725732,0.02484038,0.173497536,NO,NA
S100A4,0.76742367,0.332579725,53.50288382,2.307487832,0.024925091,0.173864569,NO,NA
DKK3,-0.672982825,0.292493486,57,-2.300847224,0.02507912,0.174405282,NO,NA
TUBA4A,0.712993842,0.30976353,55.90072285,2.301735915,0.025099391,0.174405282,NO,NA
ACSL3,-0.692907801,0.301149074,57,-2.300879735,0.025077154,0.174405282,NO,NA
EHD4,0.755759489,0.327802166,52.23132941,2.305535376,0.025139646,0.17446075,NO,NA
ARPC1B,0.502678322,0.217081702,45.18814467,2.315618117,0.025174499,0.174478645,NO,NA
ILRUN,0.643844765,0.277001524,40.09603465,2.324336546,0.025257503,0.174829785,NO,NA
ASS1,-0.687918191,0.299395556,54.96644581,-2.297690052,0.025410402,0.175663213,NO,NA
RPL5,0.519892618,0.224433478,41.29968843,2.316466433,0.025569994,0.17625982,NO,NA
NECTIN2,-0.729541064,0.316990104,49.71589493,-2.301463218,0.025594517,0.17625982,NO,NA
ANKRD30A,-1.177769637,0.511410519,48.75022526,-2.302982817,0.025587909,0.17625982,NO,NA
GPC1,-0.635938406,0.277700466,57,-2.290015622,0.025741673,0.177047693,NO,NA
C9orf152,-0.900351012,0.391440906,46.86194469,-2.300094337,0.025942947,0.177304135,NO,NA
VPS13C,0.644354497,0.281678546,57,2.287552621,0.025894483,0.177304135,NO,NA
NFIC,-0.524198708,0.228930492,54.43699595,-2.289772341,0.025936009,0.177304135,NO,NA
TELO2,-0.573984248,0.25080209,57,-2.288594357,0.025829753,0.177304135,NO,NA
FERD3L,-0.791178683,0.345627768,55.93610824,-2.289106246,0.025870428,0.177304135,NO,NA
SSNA1,-0.600229861,0.262271246,53.60847533,-2.288584315,0.026071635,0.177958661,NO,NA
TSPAN11,0.856821816,0.375084161,56.53678599,2.284345501,0.026126005,0.178104895,NO,NA
RPL23,0.330026688,0.141456217,31.60563499,2.33306598,0.026175049,0.178214504,NO,NA
CTNND1,-0.562219494,0.245728204,51.67226726,-2.28797299,0.026262092,0.178357875,NO,NA
C6orf62,-0.465130303,0.202826902,48.00890072,-2.29323772,0.026255703,0.178357875,NO,NA
AP2B1,-0.581589851,0.252198566,39.88774346,-2.306079138,0.02638477,0.178966205,NO,NA
RTL8A,-0.569924247,0.242356581,25.97920068,-2.351593858,0.026554406,0.179574226,NO,NA
EDF1,0.444212145,0.194689135,52.86066771,2.281648354,0.02656482,0.179574226,NO,NA
EEF1AKNMT,-0.726459976,0.318190122,51.20274183,-2.283100338,0.02660728,0.179574226,NO,NA
SHROOM1,-0.925836934,0.4061682,54.3935699,-2.279442196,0.026587692,0.179574226,NO,NA
WASL,-0.560849731,0.246677017,57,-2.273619725,0.026774158,0.180475184,NO,NA
BEX3,-0.731312791,0.316191185,33.82342433,-2.312881656,0.026944973,0.181400406,NO,NA
RFX5,0.461460935,0.203488903,57,2.267744965,0.027152941,0.181428575,NO,NA
ST3GAL1,-0.651573472,0.282077841,33.91949843,-2.309906617,0.027110009,0.181428575,NO,NA
KCNAB3,0.356823788,0.157492994,57,2.265648645,0.027289248,0.181428575,NO,NA
ICMT,-0.660225702,0.286171873,35.06366084,-2.307095021,0.027073708,0.181428575,NO,NA
PTDSS1,0.579272739,0.255488111,56.80873322,2.267317787,0.02719376,0.181428575,NO,NA
AMOTL2,-0.622937968,0.274545871,54.56477609,-2.26897591,0.027246586,0.181428575,NO,NA
ECT2,-0.681354775,0.29744555,40.72615301,-2.290687402,0.027231114,0.181428575,NO,NA
CMAS,-0.624770241,0.271566497,36.52832587,-2.300616049,0.027226603,0.181428575,NO,NA
FAM107B,0.744040948,0.32792658,55.47909411,2.268925406,0.027182934,0.181428575,NO,NA
AZGP1,-1.034721819,0.456151777,54.82083509,-2.268371782,0.027266821,0.181428575,NO,NA
SPP1,-1.13415385,0.500685331,56.99981741,-2.265202872,0.027318324,0.181428575,NO,NA
PUF60,-0.386033762,0.1709044,56.93461206,-2.258770179,0.027745271,0.182608842,NO,NA
SLC52A2,-0.687765453,0.301442415,40.95545752,-2.281581549,0.02778219,0.182608842,NO,NA
DNMT1,-0.719298001,0.315472073,42.33107946,-2.280068706,0.027703651,0.182608842,NO,NA
HIP1,0.710413227,0.314159216,54.32372213,2.261315888,0.027765733,0.182608842,NO,NA
HSPA13,0.743074234,0.329086451,56.88807765,2.257990969,0.027800051,0.182608842,NO,NA
TMEM109,0.552395534,0.244360086,57,2.260580043,0.027621328,0.182608842,NO,NA
TBC1D20,-0.582487694,0.254868194,40.08202998,-2.285446782,0.027651805,0.182608842,NO,NA
H2BC4,0.575567691,0.254348664,54.65878673,2.262908251,0.027635734,0.182608842,NO,NA
UTF1,0.621244575,0.274591815,52.96725078,2.262429324,0.027797608,0.182608842,NO,NA
NBPF26,-0.617193719,0.269253771,35.61409569,-2.292237977,0.02791077,0.183113623,NO,NA
LIMD1,-0.562004481,0.249505079,57,-2.252477119,0.02815964,0.184522444,NO,NA
TMEM176B,0.752471453,0.333642202,52.34912718,2.25532456,0.02831941,0.184631538,NO,NA
SH3GL1,-0.649842115,0.28724463,46.60604755,-2.262329899,0.028381208,0.184631538,NO,NA
AP2A2,-0.677012029,0.299101938,46.24364769,-2.26348259,0.028342426,0.184631538,NO,NA
HDHD3,-0.721686617,0.317987962,42.40790548,-2.269540682,0.028380432,0.184631538,NO,NA
SELENOT,0.503832165,0.222764158,47.37002441,2.261729034,0.028343443,0.184631538,NO,NA
SULT1A4,-0.528862356,0.234903613,57,-2.251401543,0.028231789,0.184631538,NO,NA
KLF6,0.556379795,0.247611076,56.93862814,2.246990743,0.028533646,0.185177538,NO,NA
ANKRD52,-0.636271342,0.283117285,57,-2.247377242,0.028503187,0.185177538,NO,NA
FKBP5,-0.804510647,0.35835861,56.99664251,-2.244987633,0.028665665,0.185588723,NO,NA
PDHX,-0.591714197,0.262504996,49.53843423,-2.254106418,0.028645361,0.185588723,NO,NA
PDIA6,0.762279657,0.340027139,56.90110835,2.241820049,0.028888676,0.186808832,NO,NA
TTLL12,-0.51548447,0.230156029,57,-2.239717435,0.029026142,0.187419485,NO,NA
VOPP1,0.669028287,0.298284135,53.68246625,2.242922803,0.029052447,0.187419485,NO,NA
SIPA1L3,-0.859206352,0.383244586,53.7420804,-2.241926912,0.029116125,0.187606404,NO,NA
OFD1,0.748490606,0.334905486,56.99324211,2.234930859,0.029357697,0.188937749,NO,NA
RACK1,0.345984369,0.15411522,47.41660245,2.244972099,0.029472025,0.189447997,NO,NA
TIMM17A,-0.600497334,0.268913483,51.96331122,-2.233050299,0.029878065,0.191829951,NO,NA
SP9,0.707204123,0.314045317,38.72382848,2.25191743,0.030075077,0.192637281,NO,NA
VRK2,0.531210485,0.237035661,44.49863066,2.241057241,0.030059344,0.192637281,NO,NA
DUSP22,0.481647375,0.216685851,57,2.222791071,0.030211907,0.193284696,NO,NA
SERPINB1,0.625778324,0.281657141,56.96507411,2.221773333,0.030287034,0.193536296,NO,NA
NGRN,-0.668326627,0.301308425,57,-2.218081449,0.030549345,0.194752072,NO,NA
CRYAB,-0.977543962,0.440061033,54.16343362,-2.221382692,0.030525195,0.194752072,NO,NA
VAV3,-0.749391679,0.337700016,55.41884498,-2.21910466,0.030591835,0.194766106,NO,NA
FN1,1.008510246,0.454569869,55.47607223,2.218603377,0.030623601,0.194766106,NO,NA
CD44,0.739838183,0.33367157,55.33347293,2.217264667,0.030730949,0.195161043,NO,NA
RPS3,0.448148006,0.201929395,51.82523604,2.219330211,0.030866203,0.195161043,NO,NA
THAP5,0.629789723,0.284179224,54.81255528,2.216170891,0.030850009,0.195161043,NO,NA
PHC2,-0.510485349,0.22724448,36.38076034,-2.246414737,0.030838562,0.195161043,NO,NA
H4C13,0.750275389,0.337591879,49.90746338,2.222433165,0.030815,0.195161043,NO,NA
SRPRA,0.738763705,0.332884772,51.02396391,2.219277564,0.030940482,0.195174152,NO,NA
CD82,-0.633702312,0.283555278,41.08282029,-2.234845762,0.030926585,0.195174152,NO,NA
CALR,0.33692309,0.152405631,55.97558612,2.210699747,0.031159931,0.195905966,NO,NA
NDUFAB1,-0.453187989,0.205099303,57,-2.209602778,0.031165211,0.195905966,NO,NA
LGALS1,0.542695198,0.245005876,52.25489799,2.215029321,0.031140988,0.195905966,NO,NA
CARMIL1,-0.665209912,0.298373816,41.30116533,-2.229451365,0.031281422,0.196180244,NO,NA
SRXN1,-0.673792235,0.30119973,37.75302709,-2.237028021,0.031269146,0.196180244,NO,NA
H2AZ2,0.449561042,0.203699136,56.21884591,2.206985511,0.031414654,0.196787508,NO,NA
YTHDC2,0.591715457,0.268363541,57,2.204902553,0.031511312,0.19716453,NO,NA
MLPH,-1.016053137,0.460927332,56.81004393,-2.2043673,0.031564718,0.197270367,NO,NA
TXNRD1,-0.567266502,0.257438565,57,-2.203502425,0.031615063,0.197356846,NO,NA
RPS15,0.293808661,0.132110366,41.27865627,2.223963725,0.031680142,0.197535006,NO,NA
ARHGAP4,0.65975817,0.297480901,44.47457557,2.217816902,0.031720294,0.197555293,NO,NA
FAM174B,-0.749421119,0.329393979,24.9077548,-2.275151239,0.031766816,0.197555293,NO,NA
ZFP36L2,0.604643766,0.274562431,55.89251883,2.202208671,0.031793027,0.197555293,NO,NA
LRP3,-0.599180499,0.268929727,37.49233335,-2.228018844,0.031958234,0.198347579,NO,NA
SON,-0.605186936,0.275282185,57,-2.198423905,0.031993912,0.198347579,NO,NA
KAT6A,-0.471344047,0.214313191,55.30243097,-2.199323547,0.032053621,0.198490123,NO,NA
HSP90AA1,-0.551436134,0.250638384,53.75661159,-2.200126434,0.032116245,0.19860059,NO,NA
AP1S2,0.513621375,0.233560435,54.35944492,2.199094099,0.032144935,0.19860059,NO,NA
MED29,-0.6302883,0.285286257,45.28764448,-2.209318829,0.032251373,0.199030731,NO,NA
CYB5R4,0.488953599,0.222809417,57,2.194492519,0.032289924,0.199041427,NO,NA
AP1B1,-0.551648165,0.251701534,57,-2.191675818,0.032503485,0.200117655,NO,NA
PLPP3,0.638037516,0.283218192,27.04380349,2.252812612,0.032588292,0.200117655,NO,NA
MRPS35,-0.53840733,0.245820808,57,-2.190243105,0.032612589,0.200117655,NO,NA
H2BS1,0.655621969,0.299213301,56.98242738,2.191152492,0.032544586,0.200117655,NO,NA
BAG5,-0.641752918,0.287652969,32.55025292,-2.230997023,0.032691219,0.200372707,NO,NA
ATP8B2,0.616460382,0.277252983,34.84670632,2.223458069,0.032766194,0.200450794,NO,NA
SUMF2,0.680375954,0.31098426,56.92157423,2.187814755,0.032804007,0.200450794,NO,NA
SLC9A1,-0.631248966,0.286873047,46.17645087,-2.200447105,0.032815197,0.200450794,NO,NA
HCFC1R1,-0.708697789,0.322715006,48.5703566,-2.196048449,0.032894786,0.200486199,NO,NA
LAMB1,0.838221106,0.380321232,43.25989567,2.203981884,0.032895164,0.200486199,NO,NA
MARK4,-0.438027372,0.199621428,48.6629704,-2.194290344,0.033019278,0.201016008,NO,NA
RESF1,0.676171205,0.30998185,56.54874141,2.18132515,0.033332522,0.202694732,NO,NA
WDR26,-0.402831715,0.185157784,56.03345728,-2.175613175,0.033818125,0.203944275,NO,NA
CHST15,0.758833227,0.34810427,52.07883603,2.179902092,0.033807947,0.203944275,NO,NA
NEK4,0.462734062,0.211130772,43.21705543,2.19169408,0.033837223,0.203944275,NO,NA
SFPQ,-0.440425282,0.202534795,56.98271623,-2.174566011,0.033828899,0.203944275,NO,NA
TARBP1,-0.753206523,0.345257448,52.02484314,-2.181579365,0.033681733,0.203944275,NO,NA
PRDX4,0.703130457,0.323303028,56.57703656,2.17483412,0.033838114,0.203944275,NO,NA
RAB8B,0.829031392,0.379230825,46.85998157,2.186086516,0.03383981,0.203944275,NO,NA
NCOA4,0.657079641,0.297042165,35.02899018,2.212075317,0.033576602,0.203944275,NO,NA
PPP1R7,0.544255187,0.249972199,53.32833479,2.177262867,0.033906552,0.204118951,NO,NA
ARHGEF3,0.520456534,0.239600422,57,2.172185381,0.034015557,0.204547387,NO,NA
H2AJ,-0.515616841,0.237513552,56.82994904,-2.170894402,0.034130549,0.205010829,NO,NA
GNAI3,0.317252887,0.144242898,36.92004498,2.199435059,0.034187475,0.205124849,NO,NA
DAZAP2,0.420734163,0.192566688,43.93496125,2.184875105,0.034275977,0.205364647,NO,NA
SEPTIN9,0.404190947,0.186426649,56.95904261,2.1680964,0.03434356,0.205364647,NO,NA
LDOC1,-0.626923264,0.286654446,41.97997382,-2.187034853,0.034362677,0.205364647,NO,NA
XRN1,0.463077961,0.211112174,38.2527931,2.193516144,0.034417383,0.205364647,NO,NA
RASEF,-0.698331413,0.311904576,24.75847631,-2.238926477,0.034393377,0.205364647,NO,NA
TMEM30B,-0.590636595,0.272750532,57,-2.165482831,0.034549623,0.205926419,NO,NA
USP39,-0.614930935,0.282165712,43.33501461,-2.179325515,0.034788496,0.207121819,NO,NA
SLU7,0.549799324,0.254321486,57,2.161828062,0.034843925,0.207223608,NO,NA
KDELR2,-0.59191719,0.270587209,37.60247106,-2.187528342,0.034993472,0.207884296,NO,NA
ILF3,-0.56007134,0.25843377,48.91782662,-2.167175519,0.03511861,0.208192247,NO,NA
GABARAPL2,0.483875609,0.224183014,57,2.158395504,0.035122332,0.208192247,NO,NA
PEG10,-1.134443261,0.525607377,54.52865683,-2.158347295,0.035320626,0.208266063,NO,NA
CTSA,0.640372414,0.296116587,51.65235737,2.162568534,0.035226933,0.208266063,NO,NA
KPNA3,0.663848109,0.304057177,38.00589283,2.183300243,0.035258325,0.208266063,NO,NA
S100A10,0.660757136,0.306482139,56.93726054,2.155940107,0.03532741,0.208266063,NO,NA
LIME1,0.63746942,0.295483163,56.99761068,2.157379845,0.035205263,0.208266063,NO,NA
HOXC10,-0.90683043,0.420582063,56.1459215,-2.156131966,0.035372318,0.208303653,NO,NA
PICALM,-0.534896556,0.247961375,54.25116529,-2.157176925,0.035439162,0.208470195,NO,NA
RPS5,0.415109662,0.192527213,54.28760728,2.156109026,0.035523547,0.208512809,NO,NA
SEPHS1,-0.666116446,0.305269927,37.22534867,-2.182057213,0.035490826,0.208512809,NO,NA
NQO1,-0.908361743,0.421451778,51.92147859,-2.155315959,0.035794582,0.209452256,NO,NA
S100A13,-0.699362431,0.322373885,40.90499088,-2.169414036,0.035915448,0.209452256,NO,NA
RHOQ,0.462754204,0.21466166,51.86400064,2.155737564,0.035765161,0.209452256,NO,NA
PI4K2B,0.566508856,0.259717935,35.02732559,2.181246571,0.035965747,0.209452256,NO,NA
TMEM43,0.570067289,0.261054958,33.93490881,2.183706039,0.035993553,0.209452256,NO,NA
CTSB,0.713598461,0.330290614,45.95967589,2.160516925,0.035981074,0.209452256,NO,NA
TRIM59,0.641417679,0.298470711,57,2.149013808,0.035893226,0.209452256,NO,NA
H2AC17,0.765236355,0.355054708,49.99781933,2.155263222,0.035980983,0.209452256,NO,NA
CLDN7,-0.668560535,0.310450004,48.12682502,-2.153520777,0.036316339,0.210048325,NO,NA
HSPA9,-0.695818104,0.324044402,53.63919141,-2.147292465,0.036307475,0.210048325,NO,NA
SNTB2,0.532352377,0.248312442,57,2.1438812,0.036321208,0.210048325,NO,NA
UBXN4,0.342208633,0.159628101,57,2.143786903,0.036329113,0.210048325,NO,NA
PSMG2,0.528786188,0.245820109,50.54643679,2.151110378,0.036271081,0.210048325,NO,NA
PPDPF,-0.541518201,0.25169597,50.43071834,-2.151477437,0.036251799,0.210048325,NO,NA
CALM1,0.465115413,0.21719274,56.65170394,2.141486927,0.036549095,0.211094451,NO,NA
RIOK2,0.587356091,0.268982505,30.98759993,2.183621911,0.036684651,0.211425612,NO,NA
LZTS2,-0.666357224,0.311396667,57,-2.139898384,0.036656385,0.211425612,NO,NA
UBE2D3,0.35268283,0.164086954,46.09174068,2.149365454,0.03688903,0.211925711,NO,NA
CDC26,0.458088859,0.214305473,57,2.137550912,0.036855202,0.211925711,NO,NA
C1orf174,0.614462811,0.285794448,46.20622968,2.150016611,0.036821248,0.211925711,NO,NA
EIF5A,0.464639038,0.217373829,56.01383055,2.137511408,0.036935322,0.211966402,NO,NA
CD46,-0.733019917,0.341157983,45.20342465,-2.148623085,0.037056884,0.212438512,NO,NA
AP2M1,-0.360430923,0.166367541,34.96653949,-2.166473827,0.03717537,0.212892,NO,NA
ITGA5,0.672189884,0.307947696,29.16996787,2.182805369,0.037243238,0.213054969,NO,NA
GNPNAT1,-0.644179084,0.302297549,57,-2.130943785,0.037419856,0.213839048,NO,NA
ALG5,0.63215606,0.296876274,57,2.129358647,0.037556442,0.214392955,NO,NA
DDOST,0.483498046,0.226992576,55.05667145,2.130016996,0.037654518,0.214499816,NO,NA
MAGEF1,-0.599283352,0.281497178,56.57113296,-2.128914242,0.037628091,0.214499816,NO,NA
C11orf58,0.305294554,0.143226536,52.5810677,2.131550226,0.037736192,0.214738796,NO,NA
EEF1D,0.386833506,0.181348689,50.61638179,2.133092379,0.037787984,0.214807402,NO,NA
ADRB1,0.551259097,0.254282426,31.07182542,2.167900887,0.037943664,0.214969579,NO,NA
GNAI2,0.439582076,0.203823058,35.02914736,2.156684729,0.037975573,0.214969579,NO,NA
NDUFA10,0.540546721,0.245977669,23.82315723,2.197543877,0.037948308,0.214969579,NO,NA
HERPUD2,0.56577934,0.266260939,57,2.124905525,0.037942488,0.214969579,NO,NA
RNF181,0.405966241,0.190489288,49.73047987,2.131176216,0.038041453,0.215117253,NO,NA
SPDEF,-0.865075549,0.406698517,53.02184675,-2.127068366,0.038084649,0.215136482,NO,NA
PHLDA2,-0.739597076,0.34744701,50.38504466,-2.12866151,0.03819392,0.215528531,NO,NA
FAM193A,-0.533549081,0.251522882,57,-2.121274516,0.038259822,0.215675287,NO,NA
RBM3,0.51632668,0.243435636,56.27414111,2.120998749,0.038340994,0.215907722,NO,NA
SNRNP40,-0.590109835,0.278130228,51.36999423,-2.121703342,0.038706618,0.217739828,NO,NA
CD63,0.434018002,0.205361223,56.94599982,2.113436976,0.038956907,0.218505556,NO,NA
NFATC2,0.695608332,0.326693959,43.33770355,2.12923537,0.038955603,0.218505556,NO,NA
BOD1,-0.573959242,0.271650797,57,-2.112856832,0.039004414,0.218505556,NO,NA
BPTF,-0.625056971,0.295766685,56.63594048,-2.113344752,0.038989473,0.218505556,NO,NA
CUEDC1,-0.629517903,0.297204657,46.80565271,-2.118129337,0.039503043,0.22085659,NO,NA
CAMK2N1,-0.626051666,0.297055686,56.44422654,-2.107522917,0.039526687,0.22085659,NO,NA
PALLD,-0.584018937,0.276544078,51.74616528,-2.111847566,0.039546648,0.22085659,NO,NA
RAE1,-0.756783334,0.358243518,50.29229456,-2.112482976,0.039631612,0.220874735,NO,NA
TTC33,0.461338933,0.218993006,56.55426674,2.106637749,0.039597811,0.220874735,NO,NA
NFE2L2,0.479805617,0.227944298,57,2.104924853,0.039717571,0.221125838,NO,NA
C5orf38,0.538223589,0.250960259,30.59147145,2.14465665,0.040037282,0.222504632,NO,NA
KAT2A,-0.565015321,0.267706843,47.97678148,-2.11057482,0.040047541,0.222504632,NO,NA
LMAN1,0.570342809,0.272137295,56.90276808,2.095790688,0.040560555,0.225123576,NO,NA
TMEM132A,-0.754276869,0.360173573,56.88456991,-2.094203811,0.040708672,0.22571393,NO,NA
ITGB2,0.826138675,0.391339031,41.29825636,2.11105617,0.040864536,0.225883107,NO,NA
SMIM4,-0.57232993,0.273441283,56.75537846,-2.093063362,0.040824659,0.225883107,NO,NA
HLA-F,0.626782912,0.298916685,52.76022764,2.096848195,0.040817208,0.225883107,NO,NA
CIC,-0.556172441,0.266022526,57,-2.090696788,0.04102529,0.22654006,NO,NA
TP53BP1,-0.480216469,0.229758662,57,-2.090090817,0.041081808,0.226620665,NO,NA
RNF208,-0.620605976,0.296986854,56.76301099,-2.089674902,0.041139522,0.226707704,NO,NA
CLPTM1L,0.607359461,0.290821155,56.03587162,2.088429441,0.041315012,0.227442926,NO,NA
GOLGA6A,0.552291041,0.264233558,52.96845728,2.090162373,0.041419522,0.227554811,NO,NA
TACC3,-0.646570485,0.307662988,43.56534752,-2.101554329,0.041410999,0.227554811,NO,NA
UQCR11,-0.383461281,0.181540303,36.70832249,-2.11226529,0.041530005,0.227930161,NO,NA
RYK,-0.471495694,0.226225896,57,-2.084180912,0.041636569,0.22828326,NO,NA
TBX3,-0.831311976,0.399139207,56.1532527,-2.082762008,0.041839286,0.228698869,NO,NA
SEC61B,0.480845429,0.230819012,56.2845536,2.083214135,0.04178571,0.228698869,NO,NA
FOXP1,0.618791472,0.297104193,56.3374431,2.082742306,0.041826062,0.228698869,NO,NA
TMED4,0.513293407,0.246086903,52.01422988,2.085821718,0.041917087,0.228741331,NO,NA
TOMM22,0.479735828,0.227594178,36.71830728,2.107856323,0.041931679,0.228741331,NO,NA
CAMK4,0.461522235,0.221923369,57,2.079646848,0.042066583,0.228835137,NO,NA
PDCD6,-0.396259295,0.188364858,38.02470137,-2.103679528,0.042075865,0.228835137,NO,NA
CPE,-0.764933537,0.366965999,51.96535632,-2.084480686,0.042048577,0.228835137,NO,NA
QDPR,-0.685341075,0.328375442,48.09647602,-2.087065557,0.042205424,0.229078838,NO,NA
MMP24OS,-0.569350297,0.270855163,38.20365518,-2.102047051,0.042195314,0.229078838,NO,NA
CD47,0.508032526,0.243175394,45.89786811,2.089160907,0.042265795,0.229133268,NO,NA
H2BC17,0.606731006,0.292076919,56.88251039,2.077298707,0.042300222,0.229133268,NO,NA
LMNA,-0.489897303,0.235958615,57,-2.076200115,0.04239605,0.229422468,NO,NA
SLC6A8,-0.628421637,0.301540014,48.49268786,-2.084040614,0.042447976,0.22947376,NO,NA
MROH1,-0.613991393,0.28299928,19.43940893,-2.16958641,0.042626325,0.229744771,NO,NA
TP53I11,-0.724179536,0.348741476,53.74703536,-2.076551215,0.042638929,0.229744771,NO,NA
SPON2,0.740241785,0.356676761,56.12320625,2.07538552,0.042545653,0.229744771,NO,NA
CEBPB,-0.858667598,0.410536781,41.29444315,-2.091572878,0.0426681,0.229744771,NO,NA
SDHD,0.659136844,0.312482849,31.85867884,2.109353668,0.042864379,0.230571975,NO,NA
FAM136A,-0.49689376,0.239486872,51.90265513,-2.074826711,0.042977409,0.23095017,NO,NA
DAZAP1,0.390092318,0.188618054,57,2.068160021,0.043173306,0.231772485,NO,NA
CLMN,-0.688172462,0.3246643,26.64924309,-2.119643159,0.043500942,0.233299693,NO,NA
TSPYL2,0.676856004,0.327926316,57,2.064049059,0.043575477,0.23346782,NO,NA
CBY1,-0.488582679,0.234729511,41.26141069,-2.081471036,0.043635159,0.233556108,NO,NA
JUP,-0.788946246,0.381728162,51.44574064,-2.066775064,0.043805408,0.234229435,NO,NA
