"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Adipogenesis","84/200",2.79129113116745e-13,1.2687686959852e-12,0,0,3.01261761613329,87.086044563241,"SLC25A1;COX7B;MTCH2;PHLDB1;RNF11;GHITM;COX6A1;LIPE;SCP2;ALDH2;PIM3;YWHAG;COX8A;GPX4;IFNGR1;GPX3;APLP2;ECH1;TALDO1;ATP1B3;SDHC;SDHB;ACLY;POR;COL4A1;ACOX1;UQCRC1;CMPK1;NDUFS3;SPARCL1;PREB;ALDOA;TKT;RTN3;PPP1R15B;ECHS1;SLC66A3;CD151;PFKFB3;NDUFB7;MGST3;LAMA4;ATL2;AK2;BAZ2A;UQCR11;UQCR10;ADIPOR2;TOB1;ADCY6;AGPAT3;C3;PRDX3;BCL2L13;GPAT4;DDT;UCP2;G3BP2;UBQLN1;STOM;APOE;CYC1;RREB1;DECR1;PTCD3;NDUFA5;GADD45A;MDH2;IDH3G;VEGFB;RMDN3;CHCHD10;DNAJC15;SOD1;CS;DHRS7;PFKL;REEP5;UQCRQ;CCNG2;NDUFAB1;ATP5PO;PDCD4;ACO2"
"UV Response Up","71/158",3.68684803094955e-13,1.53618667956231e-12,0,0,3.389855202269,97.0476029140565,"H2AX;FEN1;BTG2;BTG1;TFRC;AMD1;CLTB;HNRNPU;ARRB2;GLS;CCND3;CASP3;HYAL2;BSG;ACAA1;PRKACA;JUNB;STARD3;GPX3;IGFBP2;PRKCD;SIGMAR1;TAP1;FOS;HLA-F;TUBA4A;RHOB;MMP14;PRPF3;SELENOW;PPIF;TMBIM6;IL6ST;FKBP4;ALDOA;SQSTM1;CNP;RPN1;CEBPG;DDX21;FURIN;CYB5R1;STIP1;NXF1;PPP1R2;DNAJB1;BCL2L11;CREG1;AP2S1;HMOX1;MGAT1;BAK1;POLR2H;YKT6;MARK2;ATP6V1F;CYB5B;KLHDC3;PDAP1;SOD2;NFKBIA;DNAJA1;NR4A1;EIF2S3;EIF5;PSMC3;STK25;AGO2;POLE3;PPT1;GRINA"
"E2F Targets","83/200",8.41887725999217e-13,3.23802971538161e-12,0,0,2.95035697901774,82.0291578421702,"TOP2A;H2AX;JPT1;CDKN1A;POP7;CDKN1B;TFRC;CSE1L;HMGB2;SMC4;IPO7;CKS1B;PNN;SYNCRIP;XPO1;MYC;STMN1;MYBL2;NBN;KPNA2;TMPO;TUBB;SMC1A;DCK;NME1;CDC25B;ILF3;DDX39A;RAD51C;MTHFD2;CKS2;SRSF2;MCM3;BIRC5;LUC7L3;MCM5;NAA38;MCM6;DCTPP1;ASF1A;SNRPB;SLBP;PRPS1;PCNA;PRKDC;SRSF1;AK2;NOLC1;PDS5B;GSPT1;PRDX4;RAD21;TRA2B;PPP1R8;POLD2;USP1;RBBP7;H2AZ1;NOP56;RANBP1;XRCC6;DUT;CBX5;ATAD2;HMGA1;NAP1L1;PA2G4;DEK;SSRP1;PAICS;EIF2S1;NUDT21;STAG1;NASP;UBE2S;CDK4;RPA3;ANP32E;HNRNPD;CDK1;CNOT9;RAN;EZH2"
"Androgen Response","51/100",2.02646912066133e-12,7.23738971664759e-12,0,0,4.31118493909192,116.077474025393,"STEAP4;B4GALT1;DBI;SAT1;ELK4;CCND3;CCND1;ZMIZ1;ADAMTS1;AKT1;ITGAV;B2M;TPD52;TSC22D1;ELOVL5;ACTN1;NCOA4;KRT8;ARID5B;PIAS1;SELENOP;SMS;SGK1;FKBP5;INSIG1;ABHD2;SRF;GNAI3;UAP1;NDRG1;MYL12A;UBE2J1;LMAN1;ANKH;PDLIM5;SLC38A2;RAB4A;XRCC6;UBE2I;XRCC5;TMEM50A;GSR;ADRM1;PA2G4;MERTK;ELL2;H1-0;SPCS3;KRT19;VAPA;SCD"
"p53 Pathway","82/200",2.48777363998197e-12,8.29257879993989e-12,0,0,2.8891748822301,77.1976923119338,"APP;H2AW;CCNK;CDKN1A;BTG2;BTG1;CD82;CD81;IFI30;TM7SF3;SAT1;PITPNC1;SEC61A1;HINT1;CCND3;CCND2;GM2A;FAM162A;RPL36;RACK1;UPP1;IER5;CTSD;IER3;RPS12;TSC22D1;PRMT2;TAP1;FOS;PRKAB1;TM4SF1;VAMP8;H2AJ;RAP2B;RAD51C;DDIT4;NINJ1;TXNIP;TAX1BP3;S100A4;NUPR1;ISCU;PCNA;NOTCH1;EI24;AK1;RPS27L;SLC3A2;FOXO3;NDRG1;TOB1;ZFP36L1;LDHB;IRAK1;PERP;MKNK2;HMOX1;STOM;BAK1;RPL18;RALGDS;S100A10;IP6K2;PLK3;JUN;ST14;TGFB1;GADD45A;OSGIN1;TPRKB;WWP1;KLF4;BLCAP;DEF6;H1-2;TCN2;SP1;CCNG1;SDC1;PLXNB2;BAX;MXD4"
"Mitotic Spindle","81/199",5.29270333375499e-12,1.65396979179844e-11,0,0,2.85319782838983,74.082402753354,"TOP2A;YWHAE;TRIO;NUMA1;WASL;SMC4;ARHGAP4;UXT;PREX1;AKAP13;PPP4R2;CAPZB;KIF5B;ARHGDIA;CDC27;NCK2;ARFIP2;TLK1;KIF1B;SYNPO;SPTAN1;ARHGEF11;SUN2;RALBP1;ARHGEF12;DST;CSNK1D;ACTN4;SMC1A;DYNLL2;TUBA4A;CLIP1;CTTN;PALLD;CDC42EP4;RASA1;FSCN1;MYH9;BIRC5;ATG4B;ARHGEF2;EZR;MAPRE1;ARHGEF7;SOS1;ARL8A;VCL;ARF6;PAFAH1B1;STAU1;ROCK1;PXN;RASAL2;KLC1;CDC42;ABR;RHOT2;BCL2L11;ABL1;STK38L;FLNA;MARK4;PDLIM5;WASF2;SPTBN1;ARFGEF1;DYNC1H1;GSN;TBCD;RANBP9;MYO9B;HOOK3;SEPTIN9;SSH2;LRPPRC;NET1;DLG1;MARCKS;NF1;CDK1;MAP3K11"
"Complement","81/200",7.20196370856783e-12,2.11822462016701e-11,0,0,2.82904411764706,72.5838439575168,"CPM;GMFB;SERPINA1;DYRK2;DOCK9;SERPINE1;TNFAIP3;LIPA;CLU;CTSS;LGALS3;CSRP1;CTSL;CASP3;LAMP2;CASP4;TIMP2;PIM1;CTSH;TIMP1;CTSD;CTSC;CTSB;DUSP5;FCER1G;PRKCD;ANXA5;SIRT6;DUSP6;MMP14;PLSCR1;ZEB1;COL4A2;FDX1;IRF7;SERPING1;ADAM9;LCP2;LAP3;PFN1;CD46;RAF1;S100A9;LTF;C1QA;USP14;USP15;USP16;CFH;C1S;LRP1;C1R;NOTCH4;PDGFB;GNAI3;PRCP;RNF4;GNAI2;C3;PPP2CB;PPP4C;S100A13;CD59;STX4;FYN;LTA4H;CD55;HSPA5;FN1;ATOX1;PSMB9;EHD1;XPNPEP1;GNB2;APOC1;CALM3;GRB2;CALM1;LGMN;C1QC;HSPA1A"
"PI3K/AKT/mTOR  Signaling","50/105",8.40528054589342e-11,2.33480015163706e-10,0,0,3.76318076137244,87.3041976167614,"CDKN1A;ARF1;CDKN1B;YWHAB;UBE2D3;CLTC;PTEN;PRKAG1;SLC2A1;SLA;ARHGDIA;CFL1;AKT1;RAC1;MAP3K7;AP2M1;ACTR3;ACTR2;PLA2G12A;DUSP3;IRAK4;TNFRSF1A;CSNK2B;RAF1;PFN1;SQSTM1;CAB39;MAPKAP1;ITPR2;CXCR4;IL2RG;HSP90B1;MAPK9;GRK2;MKNK2;MAPK1;PLCG1;EIF4E;PAK4;SMAD2;STAT2;PTPN11;PPP1CA;CDK4;ARPC3;CDK1;PIN1;GRB2;CALR;MYD88"
"Hypoxia","78/200",1.54385240717521e-10,4.06276949256635e-10,0,0,2.6547011172112,59.9738663153075,"ERO1A;SLC25A1;ERRFI1;GPI;CDKN1A;TES;BTG1;CDKN1B;CITED2;ZNF292;SERPINE1;HEXA;HDLBP;SLC2A1;TNFAIP3;SLC2A3;ENO1;RBPJ;SLC2A5;ETS1;HK1;MT2A;ZFP36;FAM162A;STBD1;PIM1;IDS;CCN2;CCN1;IER3;TGM2;TPD52;BNIP3L;WSB1;TPI1;ANXA2;DUSP1;GAA;IGFBP3;BGN;MIF;FOS;DCN;DDIT4;MYH9;S100A4;ALDOA;PFKFB3;SDC3;PDGFB;CXCR4;GLRX;FOXO3;NDRG1;LDHA;PRDX5;UGP2;PGK1;HMOX1;VHL;JUN;HSPA5;TIPARP;SIAH2;PNRC1;FOSL2;VEGFA;ISG20;PFKL;KLF6;NAGK;P4HA1;COL5A1;XPNPEP1;CCNG2;BHLHE40;TGFBI;PAM"
"TNF-alpha Signaling via NF-kB","75/200",2.74467266771653e-09,6.86168166929133e-09,0,0,2.48892355694228,49.0656534272284,"BTG2;CDKN1A;BTG1;B4GALT1;SERPINE1;TNFAIP2;TNFAIP3;SLC2A3;LITAF;SAT1;ZFP36;CCND1;MYC;NAMPT;CCN1;CCNL1;JUNB;IER5;IER2;IER3;DUSP4;KLF10;DUSP5;TSC22D1;DUSP1;DDX58;IFNGR2;TAP1;FOS;RHOB;NINJ1;SIK1;TRIB1;PLPP3;SGK1;IL6ST;SQSTM1;CD44;BIRC2;B4GALT5;PFKFB3;CEBPD;RELA;SOCS3;CCL2;PDLIM5;LDLR;MCL1;EGR1;JUN;EGR3;GADD45B;GADD45A;TIPARP;CFLAR;ATP2B1;SOD2;KLF4;PNRC1;KLF2;FOSL2;EIF1;VEGFA;NFKB2;EHD1;NFKBIA;NR4A1;RCAN1;KLF6;MARCKS;TNIP1;ID2;BHLHE40;BCL3;IL7R"
"DNA Repair","60/150",6.35390563581875e-09,1.51283467519494e-08,0,0,2.76077009410343,52.1073162876645,"FEN1;ARL6IP1;MPG;SEC61A1;PNP;GUK1;MPC2;SNAPC4;ELOA;DGCR8;TMED2;GPX4;NCBP2;NME4;EDF1;RBX1;NME1;APRT;DDB1;DAD1;POLR1D;HCLS1;SRSF6;EIF1B;RALA;TSG101;PCNA;CANT1;CSTF3;DCTN4;AK1;COX17;SUPT4H1;ADCY6;SDCBP;DGUOK;POLD4;POLR2A;POLR2C;POLR2E;POLR2F;POLR2H;POLR2I;POLR2J;POLR2K;BCAP31;SURF1;DUT;TAF13;ALYREF;TAF10;ADRM1;GTF2H1;SSRP1;SUPT5H;NUDT21;ERCC1;RPA3;IMPDH2;TAF6"
"Interferon Alpha Response","44/97",7.42447334059806e-09,1.68738030468138e-08,0,0,3.43167494804872,64.2357529010844,"IFITM3;LGALS3BP;OGFR;RNF31;IFITM1;IFITM2;CNP;C1S;UBE2L6;ADAR;IFI30;USP18;IFI44L;GBP2;B2M;CMTR1;CD74;STAT2;MX1;TAP1;HLA-C;EIF2AK2;ISG15;NMI;PARP14;PARP9;PARP12;PSMB8;PSMB9;BST2;ISG20;PLSCR1;PSMA3;ELF1;IFI27;LPAR6;PSME1;IRF7;PSME2;TXNIP;LAP3;CD47;IRF9;LY6E"
"Reactive Oxygen Species Pathway","27/49",3.76356126373559e-08,8.18165492116434e-08,0,0,5.06068777139655,86.5140520251384,"NDUFB4;GLRX;LSP1;TXN;PDLIM1;PTPA;PRDX2;SBNO2;PRDX4;PRDX1;JUNB;CDKN2D;PRNP;G6PD;EGLN2;NDUFA6;GPX4;GPX3;TXNRD1;GSR;SOD2;PRDX6;ATOX1;SOD1;STK25;NDUFS2;LAMTOR5"
"Glycolysis","70/200",2.1803698860796e-07,4.54243726266583e-07,0,0,2.2300501368276,34.2058495175611,"ERO1A;B4GALT2;B4GALT1;CHPF;CITED2;ZNF292;HDLBP;ENO1;PLOD1;FAM162A;STMN1;QSOX1;PGLS;ME2;GUSB;SLC16A3;IER3;IL13RA1;G6PD;TPI1;IGFBP3;COG2;AKR1A1;TALDO1;SDHC;MIF;DCN;MED24;PKM;HAX1;DDIT4;TFF3;RBCK1;ALDOA;FKBP4;PPIA;CD44;ALDH9A1;COPB2;PRPS1;RPE;SDC3;CXCR4;GLRX;TXN;ARPP19;PPP2CB;LDHA;UGP2;PGK1;CYB5A;MDH1;HSPA5;MDH2;B3GAT3;GFPT1;GOT2;SRD5A3;MERTK;VEGFA;SOD1;ISG20;EXT2;P4HA1;COL5A1;NASP;CDK1;SDC1;TGFBI;PAM"
"IL-2/STAT5 Signaling","68/199",8.79820548058543e-07,1.75964109611709e-06,0,0,2.14854688425595,29.9583663378573,"IFITM3;CYFIP1;RNH1;BMPR2;CD81;CTSZ;SLC2A3;AHR;CCND3;ALCAM;PNP;CCND2;MYC;CASP3;NFKBIZ;TNFSF10;PIM1;ITGAV;TGM2;EOMES;PRKCH;GPX4;IFNGR1;GSTO1;NCOA3;EMP1;TNFRSF1B;CKAP4;RHOB;SERPINB6;TWSG1;PLSCR1;MAPKAPK2;COL6A1;ITGA6;CD44;TNFRSF21;PLEC;AHCY;AHNAK;ODC1;FGL2;CAPG;FURIN;NDRG1;MUC1;SYNGR2;SPP1;LRRC8C;LRIG1;SNX9;PRNP;XBP1;GADD45B;HUWE1;IGF2R;HOPX;HIPK2;KLF6;MYO1C;P4HA1;SYT11;SNX14;IL2RA;BHLHE40;GALM;CDC42SE2;BCL2L1"
"IL-6/JAK/STAT3 Signaling","35/87",7.39626590921691e-06,1.42235882869556e-05,0,0,2.77596599231957,32.7967481855781,"EBI3;IL2RG;SOCS3;PIM1;HMOX1;BAK1;CD14;A2M;IL13RA1;JUN;TGFB1;TNFRSF12A;ITGA4;IL1R1;IFNGR1;STAT1;IFNGR2;STAT2;STAT3;PTPN11;TYK2;TNFRSF1B;TNFRSF1A;IL17RA;HAX1;IL2RA;CD9;GRB2;LTBR;IL6ST;IRF9;TNFRSF21;CD44;MYD88;IFNAR1"
"Estrogen Response Late","63/200",4.03280369368399e-05,7.46815498830369e-05,0,0,1.9002054693442,19.2271599221057,"TOP2A;SERPINA1;PRSS23;CXCL14;AFF1;ZFP36;FAM102A;CCND1;CDH1;MDK;JAK1;ELOVL5;IGFBP4;DYNLT3;MYOF;ITPK1;EMP2;LSR;FOS;NCOR2;ALDH3A2;SLC7A5;UGDH;DNAJC1;RAB31;SCNN1A;TFF3;PPIF;SGK1;FKBP4;IL6ST;NBL1;S100A9;CD44;FKBP5;LTF;ABHD2;SLC1A4;ADD3;TOB1;SLC9A3R1;PERP;CKB;FDFT1;XBP1;ST14;EGR3;SIAH2;AMFR;IDH2;ATP2B4;COX6C;KLF4;DHRS2;ASS1;ISG20;KRT19;TSPAN13;FABP5;ID2;PDCD4;CD9;CHPT1"
"Fatty Acid Metabolism","52/158",5.12169185621763e-05,9.14587831467434e-05,0,0,2.02528077558923,20.0086412014323,"ACADVL;ECI1;ECI2;UBE2L6;IL4I1;LGALS1;IDH3B;NBN;ACAA1;GLUL;YWHAH;HSP90AA1;ACSL1;ELOVL5;ECH1;SDHC;SDHD;MIF;SDHA;ALDH3A2;HADHB;UGDH;ACOX1;PSME1;SMS;ERP29;ALDOA;BLVRA;ALDH9A1;FH;ECHS1;ODC1;HSD17B4;DLST;HSD17B11;ADIPOR2;LDHA;HSPH1;ACSS1;DECR1;S100A10;H2AZ1;MDH1;MDH2;IDH3G;PRDX6;FABP1;FASN;OSTC;APEX1;SERINC1;ACO2"
"UV Response Dn","48/144",6.83843941597715e-05,0.000117904127861675,0,0,2.06338755486703,19.7886416754795,"PHF3;CDKN1B;YTHDC1;CITED2;INSIG1;COL11A1;SERPINE1;PTEN;LAMC1;SRI;TFPI;ADD3;ATP2C1;FBLN5;EFEMP1;ATXN1;MTA1;ZMIZ1;MYC;ERBB2;FYN;CCN1;PDLIM5;LDLR;PDGFRB;RBPMS;ANXA2;DUSP1;NEK7;ATRX;DYRK1A;ATP2B4;NR1D2;ATP2B1;RUNX1;SMAD7;TGFBR2;COL1A1;DLG1;DAB2;COL3A1;COL1A2;NFIB;COL5A2;BHLHE40;PMP22;PLPP3;ADGRL2"
