"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"mRNA Splicing, Via Spliceosome (GO:0000398)","110/211",3.48996530043379e-26,1.57207073305904e-23,0,0,4.56619841989447,267.658316812895,"HNRNPU;HNRNPR;CASC3;PNN;SNRPD2;SNRPD1;MAGOH;SNRPD3;TXNL4A;DDX17;SRRM2;IK;SNRPN;SCAF11;PRPF4B;SRRM1;WDR77;DDX39A;PRPF6;DDX39B;CLNS1A;PRPF3;SNRPG;SRSF2;SRSF3;PPIH;SNRPE;SRSF4;GEMIN7;SNRPF;SRSF5;SNRNP200;SRSF6;SRSF7;SNRPA;SNRPB;SRSF9;DDX5;RBM8A;DHX9;YTHDC1;DDX1;SNU13;C9ORF78;ZMAT2;SMN1;SRPK2;HSPA8;CWC15;MAGOHB;LSM4;LSM3;SRPK1;LSM2;HNRNPM;LSM7;HNRNPK;SNW1;HNRNPF;RSRP1;PIN1;RNPS1;HNRNPC;PRPF19;COIL;SYNCRIP;RBM4;SART1;SNRNP70;DHX15;BCAS2;CTNNBL1;RBM5;RBM6;RBM17;RBM14;NCBP1;NCBP2;BUD31;PRPF40A;SFPQ;HNRNPH1;SYF2;STRAP;SNRPA1;HNRNPH3;PABPC1;SF3B4;SF3B5;SF3B2;SF3B3;SF3B6;SRSF1;U2AF1;RNF113A;PUF60;U2AF2;TRA2B;TRA2A;RALY;SNRPB2;HNRNPA1;SF3B1;SRSF10;HNRNPA3;SF3A2;HNRNPA2B1;RBM42;RBMX;FRA10AC1"
"Regulation Of Apoptotic Process (GO:0042981)","255/705",1.05131175946897e-25,4.34104147347397e-23,0,0,2.41583015093653,138.945477368918,"ANKLE2;TFRC;ARL6IP1;PHB2;LGALS1;RASSF2;AKT2;MYC;ARL6IP5;TNFSF10;AKT1;CYP1B1;EPC1;CCNL2;SOX4;IER3;MAGEA4;MED1;ACTN1;SCRIB;WDR73;ACTN4;DKK1;MAPK8IP3;SFRP4;SFRP2;YME1L1;VDAC1;ATF5;ATF6;ATF4;MEAF6;ANP32A;PRKDC;MAGED1;MAPKAP1;OMA1;PIK3R1;MTDH;PRDX3;PRDX2;PRDX5;PDCD10;NCKAP1L;FADD;ATG7;ZBTB7A;PLK3;EGR1;JUN;PRELID1;XBP1;EGR3;GADD45B;GADD45A;SIAH2;OSGIN1;PA2G4;SETX;HNRNPK;PPT1;ANP32E;CD27;RNPS1;ANP32B;CALR;TOP2A;ARF4;CITED2;IER3IP1;PTMS;ING4;BABAM2;MYDGF;C1QBP;RACK1;CTSH;CTSD;CTSB;ANXA1;PRMT2;TNFRSF12A;TSC22D1;ACTL6A;ANXA5;NME2;ANO6;DUSP6;NME1;RHOB;RNF144B;TAX1BP1;ARHGEF7;SGK1;CRYAB;PTMA;CD44;GSTP1;IFI6;XIAP;FSTL1;RELA;PTPA;BCLAF1;RPS3;FLNA;BRD8;PAK2;MAP4K4;CD74;USP17L15;NPM1;EGLN2;STAT1;DKKL1;USP17L12;DHRS2;USP17L3;USP17L11;HIPK3;VEGFA;FABP1;RSL1D1;ITCH;KRT18;AXL;APEX1;STK17B;CTNNB1;TARDBP;HSPA1A;FOXA1;MTCH1;MTCH2;ZFAND6;PDCD5;CIB1;PARK7;UBE2Z;CLU;PYCARD;CCND2;FAM162A;RUVBL2;ARHGDIA;CFL1;PIM1;PIM3;TGM2;BNIP3L;PCID2;IGFBP3;RPS6;ATAD3A;MORF4L1;BRMS1;MORF4L2;FKBP8;PPIF;PHIP;NUPR1;IL6ST;RAF1;SQSTM1;PPIA;SLC27A4;VCP;SHC1;GLO1;HTRA1;FOXO3;HIGD1A;STK4;RTN4;HSP90B1;SOCS3;ARHGAP21;BCL2L11;UBB;DDRGK1;ABL1;IP6K2;MCL1;TXNDC5;HSPA9;NIBAN2;CBX4;HSPA5;API5;HIGD2A;DAB2;COPS5;SON;BCL3;CDK1;NF1;BCL2L2;MAP3K11;BCL2L1;ITGB1;RBM25;DDX3X;HSPB1;ETFA;HMGB1;CASP3;EMILIN2;CASP2;DNM1L;IFT57;CTNNBL1;RBM5;HSP90AA1;NAT8B;SIGMAR1;RPS3A;YWHAZ;DNM2;DNAJC3;HAX1;TMBIM4;IRF3;DDAH2;RASA1;BIRC5;BIRC6;ITGA6;TMBIM6;TNFRSF25;BIRC2;LTF;HDAC2;THBS1;HSPD1;MIEN1;ERBB2;SAP18;BNIP2;FYN;BAK1;VHL;STYK1;CFLAR;SOD1;DNAJA1;PINK1;GOLPH3;UFM1;RPS6KB1;TCIM;BAX;QRICH1;NAA15;EVI2B;NOP53"
"Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775)","54/70",3.86058626591522e-25,1.4714773036623e-22,0,0,14.019297905353,788.078124539179,"COX7B;NDUFA12;COX4I1;NDUFA10;COX6A1;COX7C;UQCRFS1;COX8A;NDUFC1;SDHC;SDHD;SDHA;SDHB;COX6B1;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFS3;UQCRC1;NDUFS2;UQCRC2;NDUFB9;NDUFB8;NDUFB7;NDUFB10;NDUFB6;UQCRB;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;COX7A2;UQCR11;UQCR10;COX5B;COX5A;CYC1;NDUFV2;NDUFV1;NDUFA9;NDUFA7;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA2;NDUFA1;COX6C;UQCRHL;UQCRQ;NDUFAB1;CYCS"
"Aerobic Electron Transport Chain (GO:0019646)","53/68",4.4005185222607e-25,1.5574692341287e-22,0,0,14.6741123750431,822.96684948035,"COX7B;COX4I1;NDUFA10;COX6A1;COX7C;UQCRFS1;COX8A;NDUFC1;SDHC;SDHD;SDHA;SDHB;COX6B1;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFS3;UQCRC1;NDUFS2;UQCRC2;NDUFB9;NDUFB8;NDUFB7;NDUFB10;NDUFB6;UQCRB;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;COX7A2;UQCR11;UQCR10;COX5B;COX5A;CYC1;NDUFV2;NDUFV1;NDUFA9;NDUFA7;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA2;NDUFA1;COX6C;UQCRHL;UQCRQ;NDUFAB1;CYCS"
"Cellular Respiration (GO:0045333)","60/85",2.68136926833649e-24,8.85745648307154e-22,0,0,9.97917637917638,541.626929566154,"COX7B;NDUFA13;NDUFA11;NDUFA12;COX4I1;NDUFA10;ETFA;COX6A1;COX7C;UQCRFS1;COX8A;NDUFC1;SDHC;SDHA;SDHB;COX6B1;OXA1L;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFS3;UQCRC1;NDUFS2;UQCRC2;NDUFB9;NDUFB8;NDUFB7;NDUFB10;NDUFB6;UQCRB;NDUFB11;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;COX7A2;UQCR11;UQCR10;COX5B;COX5A;BLOC1S1;CYC1;NDUFV2;NDUFV1;NDUFA9;NDUFA7;SURF1;NDUFA6;NDUFA5;MDH2;NDUFA4;NDUFA3;NDUFA2;NDUFA1;COX6C;UQCRQ;NDUFAB1;CYCS"
"RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)","95/180",2.60734675526039e-23,8.04606832867592e-21,0,0,4.67215030288122,242.957067262886,"HNRNPU;HNRNPR;CASC3;PRPF19;PNN;RBM4;SART1;SYNCRIP;SNRPD2;SNRPD1;SNRNP70;MAGOH;DHX15;SNRPD3;TXNL4A;BCAS2;CTNNBL1;RBM5;RBM6;SRRM2;IK;RBM14;SNRPN;NCBP1;NCBP2;BUD31;PRPF4B;PRPF40A;SRRM1;DDX39A;PRPF6;DDX39B;HNRNPH1;SYF2;PRPF3;SNRPG;SRSF2;SRSF3;PPIH;SNRPE;SRSF4;SNRPA1;GEMIN7;SNRPF;SRSF5;HNRNPH3;PABPC1;SNRNP200;SRSF6;SRSF7;SNRPA;SNRPB;SRSF9;SF3B4;SF3B5;DDX5;SF3B2;SF3B3;RBM8A;YTHDC1;SF3B6;SRSF1;SNU13;U2AF1;C9ORF78;RNF113A;ZMAT2;U2AF2;TRA2B;TRA2A;RALY;SNRPB2;HNRNPA1;SF3B1;SRSF10;HSPA8;HNRNPA3;SF3A2;CWC15;MAGOHB;LSM4;LSM3;LSM2;HNRNPM;LSM7;HNRNPK;SNW1;HNRNPF;HNRNPA2B1;PIN1;RBM42;RNPS1;HNRNPC;RBMX;FRA10AC1"
"RNA Processing (GO:0006396)","96/183",2.76050780196752e-23,8.04606832867592e-21,0,0,4.61342348433626,239.639865493976,"CELF1;DDX47;HNRNPU;HNRNPR;ADAR;ADARB1;PPP1R9B;RBM3;RBM4;SYNCRIP;ALKBH5;SNRPD2;PPP2R1A;SNRPD1;KHSRP;MAGOH;DHX15;SNRPD3;PRKACA;BCAS2;RBM5;RBM6;DDX17;MBNL1;SNRPN;NCBP1;SCAF11;NCBP2;PRMT1;PABPC4;DDX54;PRPF4B;SRRM1;SFPQ;PRPF6;PRPF18;DDX39B;HNRNPUL1;DKC1;HNRNPH1;PRPF3;XRN2;SNRPG;SRSF2;LUC7L3;RBMS1;SRSF4;SNRPA1;SNRPF;SRSF5;HNRNPH3;SRSF7;RBMS2;SNRPB;SRSF9;SF3B4;SF3B2;SF3B3;RBM8A;CSTF3;SRSF1;U2AF1;PPP2CA;EXOSC6;ATXN1;PABPN1;U2AF2;EXOSC3;SF3B1;EXOSC1;HNRNPA0;IVNS1ABP;SRPK2;RBM39;CPSF6;SF3A2;RBPMS;FUS;LSM1;USB1;MAGOHB;LSM4;LSM3;SRPK1;HNRNPL;SETX;NUDT21;HNRNPK;SON;HNRNPF;HNRNPA2B1;HNRNPD;RNPS1;CDK12;HNRNPC;TARDBP"
"Protein Transport (GO:0015031)","131/313",9.07970197021725e-20,2.49944018124591e-17,0,0,3.01908869494621,132.373937909227,"VPS29;TFRC;TMEM167A;PDCD6;RAB3D;GCC2;CLU;RAB43;SCAMP4;GOLGA4;LAMP2;ARL6IP5;ARFIP2;ARFIP1;GOLGA7;SIL1;NSF;ARRDC1;TANGO2;SCAMP1;FAM91A1;SCAMP2;PDIA4;RAB31;ERP29;TXNIP;PREB;PHIP;OPTN;MACF1;COPB2;COPA;RAB5B;CALCRL;RAB5C;TMED10;SAR1A;SAR1B;STXBP2;SEL1L;VPS26C;ARL1;VPS26A;LTBP2;HSP90B1;SNX4;SCFD1;SNX1;TBC1D13;SNX9;APOE;RAB6A;SPTBN1;SEC31A;SNX6;CTSA;HSPA9;SURF4;RABL2B;TVP23B;DNAJC15;EHD1;RCAN3;PPT1;RAB5A;ARF4;ARF1;CLTC;ARHGAP1;SNX13;AP2A1;MIA3;CHMP1B;CHMP1A;TIMM17A;TMED2;TLK1;TMED7;RAB8A;RAB8B;TMED4;YWHAH;TMED9;TIMM23;AP3B1;ARFGAP3;COPZ1;DNM2;ARL4C;CTTN;CANX;CHMP3;MYH9;ARHGEF2;VAMP5;ARF5;VAMP2;ARF6;RAB7A;NAPA;STX12;RAB1A;LRP1;STX16;RAB1B;USO1;STX10;GGA2;RAB21;SNX27;SVBP;STX6;STX4;ROMO1;CD74;NPM1;CMTM6;AP3D1;LAPTM5;SEPTIN9;ARCN1;RAB11B;VMP1;RAB10;SEC23IP;GOLPH3;KRT18;SNX17;RAB12;RAB13;COPG1"
"Aerobic Respiration (GO:0009060)","44/59",1.01957931618285e-19,2.65895553246632e-17,0,0,12.1540022354054,531.491195576636,"NDUFB9;NDUFA13;NDUFB8;NDUFB7;NDUFA11;NDUFB10;NDUFB6;UQCRB;NDUFA12;NDUFB11;NDUFB5;NDUFB4;NDUFA10;NDUFB3;NDUFB2;NDUFB1;BLOC1S1;NDUFV2;NDUFV1;NDUFA9;NDUFA7;SURF1;NDUFA6;NDUFA5;MDH2;NDUFA3;NDUFA2;NDUFA1;CHCHD10;NDUFC1;SDHC;SDHB;ATP5F1D;NIPSNAP2;OXA1L;NDUFS8;NDUFS6;NDUFS5;NDUFS4;NDUFAB1;NDUFS3;UQCRC1;NDUFS2;UQCRC2"
"Negative Regulation Of Programmed Cell Death (GO:0043069)","148/381",1.51027312977736e-18,3.61711921628442e-16,0,0,2.66771014743337,109.467461531494,"ANKLE2;ARL6IP1;TFRC;ZFAND6;CIB1;TM7SF3;UBE2Z;PHB2;CCND2;AKT2;MYC;ARHGDIA;CFL1;PIM1;AKT1;PIM3;IER3;MAGEA4;MED1;BNIP3L;PCID2;WDR73;DKK1;MAPK8IP3;ATAD3A;FKBP8;PPIF;YME1L1;VDAC1;PHIP;NUPR1;ATF5;IL6ST;RAF1;PRKDC;SHC1;MAPKAP1;GLO1;PIK3R1;HIGD1A;MTDH;HSP90B1;PRDX3;PRDX2;ARHGAP21;SOCS3;PRDX5;PDCD10;DDRGK1;NCKAP1L;ATG5;MCL1;TXNDC5;HSPA9;PLK3;PRELID1;XBP1;EGR3;NIBAN2;CBX4;HSPA5;API5;SIAH2;PA2G4;HIGD2A;SETX;DAB2;HNRNPK;COPS5;SON;BCL3;PPT1;CDK1;CD27;BCL2L2;BCL2L1;ARF4;DDX3X;CITED2;HSPB1;TREM2;PTMS;BABAM2;MYDGF;CTSH;CASP2;TMEM109;NAT8B;ANXA1;TSC22D1;GPX4;ANXA5;NME2;RPS3A;YWHAZ;DNAJC3;RNF144B;HAX1;TMBIM4;DDAH2;RASA1;TAX1BP1;BIRC5;BIRC6;TMBIM6;CRYAB;PTMA;CD44;BIRC2;LTF;BECN1;HDAC2;GSTP1;IFI6;XIAP;FSTL1;THBS1;RELA;HSPD1;MIEN1;ERBB2;FLNA;BNIP2;VHL;PAK2;MAP4K4;CD74;NPM1;LAPTM5;CFLAR;DHRS2;HIPK3;VEGFA;FABP1;DNAJA1;ITCH;PSMC5;GOLPH3;UFM1;KRT18;RPS6KB1;TCIM;XPNPEP1;AXL;CTNNB1;NAA15;EVI2B;HSPA1A"
