"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Positive Regulation Of Cell Differentiation (GO:0045597)","18/283",2.49397959010756e-07,4.89046725078363e-05,0,0,4.74958599158409,72.2137312664489,"MSR1;TGFB1;LAMA2;MMD;IGFBP3;ZBTB16;AKR1B1;LAMB1;NID1;LOXL2;TGFBR2;DAB2;SFRP2;ZEB1;RGCC;FRZB;TCF4;CD34"
"Positive Regulation Of Phosphorylation (GO:0042327)","16/231",3.75822679433266e-07,5.86727782347777e-05,0,0,5.17980066445183,76.6307397229138,"PDGFRB;CSF1R;TGFB1;FLT1;IGF2;AKR1B1;TREM2;MERTK;DAB2;CD4;PINK1;CCND2;AXL;PECAM1;NCKAP1L;ENG"
"Extracellular Matrix Organization (GO:0030198)","14/176",3.84551100315158e-07,5.86727782347777e-05,0,0,5.98870501707381,88.4602946075315,"COL18A1;POSTN;TGFB1;LUM;ELN;MMP2;COL11A1;NID1;CTSS;LOXL2;ADAMTS1;COL5A2;CYP1B1;TGFBI"
"Regulation Of Interleukin-2 Production (GO:0032663)","8/47",3.99029812552442e-07,5.86727782347777e-05,0,0,14.0064102564103,206.373666055812,"CD4;PTPRC;CLEC7A;TNFAIP3;VSIG4;CD34;GBP1;HAVCR2"
"Positive Regulation Of Kinase Activity (GO:0033674)","11/104",4.08016538489414e-07,5.86727782347777e-05,0,0,8.13887945670628,119.738853774686,"PDGFRB;CSF1R;CD4;RASSF2;PTPRC;FLT1;MMD;AXL;TREM2;LCP2;MERTK"
"Inflammatory Response (GO:0006954)","16/236",5.01200478702068e-07,6.75680895350225e-05,0,0,5.06077922077922,73.4129774525491,"CSF1R;ANXA1;TGFB1;C5AR1;ITGB2;CYBB;LYZ;HSPG2;AIF1;ADGRE5;IL2RA;C3AR1;CCL3;CCL2;CD14;TLR2"
"Positive Regulation Of Intracellular Signal Transduction (GO:1902533)","24/525",1.13864196988435e-06,0.000144473572296503,0,0,3.38200070447341,46.2849599890307,"PDGFRB;TGFB1;FLT1;VWF;UNC5B;IGF2;TREM2;DCN;AKAP13;DAB2;CD4;PINK1;PTPRC;AXL;CLEC7A;CCL3;HMOX1;CD27;HCLS1;PIK3AP1;TRIM22;ENG;TLR2;TGM2"
"Positive Regulation Of Cytokine Production (GO:0001819)","18/320",1.48725981558394e-06,0.000178223301234142,0,0,4.15975034541903,55.8179227445249,"CSF1R;ANXA1;TGFB1;IL1R1;SULF1;AIF1;IL17RA;CD4;TYROBP;PTPRC;RGCC;IFI16;CLEC7A;CYP1B1;HMOX1;CD14;HAVCR2;TLR2"
"Endothelial Cell Migration (GO:0043542)","7/40",1.77744256700922e-06,0.000201786506159942,0,0,14.4381881094684,191.166447173194,"CDH5;EGR3;SOX18;ID1;CYP1B1;FSTL1;LOXL2"
"Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181)","9/77",2.01653847837153e-06,0.000207124013479962,0,0,9.05533920885427,118.752878745624,"CLDN5;RGCC;SERPINF1;STAB1;PTPRM;THBS2;SULF1;HSPG2;DCN"
"Receptor-Mediated Endocytosis (GO:0006898)","11/122",2.02854758105951e-06,0.000207124013479962,0,0,6.81280227596017,89.3035100605187,"MSR1;DAB2;RAB31;CALCRL;CTSL;ITGB2;MRC1;STAB1;FCHO2;HSPG2;PDLIM7"
"Regulation Of Phagocytosis (GO:0050764)","8/58",2.11253050373628e-06,0.000207124013479962,0,0,10.9188888888889,142.68393491467,"PTPRC;CLEC7A;SYT11;TREM2;IL2RG;MERTK;TGM2;TLR2"
"Positive Regulation Of Phagocytosis (GO:0050766)","8/60",2.74860297344827e-06,0.000257771157118605,0,0,10.4978632478632,134.419026875665,"RAB31;PTPRC;CLEC7A;CCL2;TREM2;NCKAP1L;IL2RG;MERTK"
"Regulation Of Tumor Necrosis Factor Production (GO:0032680)","11/127",3.01203660213143e-06,0.000270706789616563,0,0,6.51748336358137,82.8560757736413,"TYROBP;PTPRC;CLEC7A;SYT11;CCL3;LY96;TNFAIP3;CD14;VSIR;HAVCR2;TLR2"
"Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039)","7/44",3.4731092830497e-06,0.000299659868941528,0,0,12.8746843729543,161.840709019926,"HLA-DMA;ITGB2;CCL2;THY1;HLA-DOA;ETS1;HLA-DQA1"
"Integrin-Mediated Signaling Pathway (GO:0007229)","9/85",4.64155164765925e-06,0.0003850702655385,0,0,8.09884467265725,99.4575529571702,"DAB2;ITGA4;ADAMTS1;ITGB2;ITGA1;NEDD9;THY1;PLPP3;FERMT3"
"Antigen Receptor-Mediated Signaling Pathway (GO:0050851)","11/134",5.07977895030975e-06,0.000394237496472483,0,0,6.14437312794181,74.901400351235,"IGHM;IGHG1;PTPRC;THEMIS2;TRBC1;NFATC2;NCKAP1L;LCP2;FYN;THY1;IGHA1"
"Negative Regulation Of Angiogenesis (GO:0016525)","9/86",5.11759383459876e-06,0.000394237496472483,0,0,7.99325761346667,97.380468145249,"CLDN5;RGCC;SERPINF1;STAB1;PTPRM;THBS2;SULF1;HSPG2;DCN"
"Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478)","6/31",5.38643183488165e-06,0.000400639085097922,0,0,16.2860689655172,197.576520329344,"HLA-DMA;CTSL;HLA-DOA;HLA-F;CTSS;HLA-DQA1"
"Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730)","9/90",7.46430478787266e-06,0.000536683514248044,0,0,7.59698025551684,89.685225556698,"SFRP2;TGFB1;PTPRC;ITGB2;PECAM1;IGF2;HCLS1;TREM2;FYN"
"Microglial Cell Activation (GO:0001774)","5/20",8.86907273928797e-06,0.000590103176002053,0,0,22.553264604811,262.360780855056,"TYROBP;C5AR1;ITGB2;TREM2;AIF1"
"Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)","18/364",8.95273584114095e-06,0.000590103176002053,0,0,3.62253087703248,42.1066738176197,"TGFB1;AKR1B1;NR1H3;TREM2;ETS1;VSIR;LGALS9C;ACTA2;CLDN5;SFRP4;CDH5;TYROBP;RGCC;CLEC7A;CCL3;CTSH;CD34;TLR2"
"Regulation Of Respiratory Burst (GO:0060263)","4/10",9.20331213742832e-06,0.000590103176002053,0,0,44.972602739726,521.499923387783,"CLEC7A;RAC2;IGHA1;JCHAIN"
"Proteolysis (GO:0006508)","17/330",9.36682399601223e-06,0.000590103176002053,0,0,3.77485771868952,43.7065728073553,"SRGN;CPM;ACE;CFH;CARD8;MMP2;HTRA1;PCOLCE;AEBP1;CTSS;CTSL;ADAMTS1;ANPEP;CASP4;CTSH;CPE;CTSC"
"Protein Processing (GO:0016485)","10/117",9.57515584611583e-06,0.000590103176002053,0,0,6.40382981504477,74.0048266187034,"SRGN;CPM;CTSL;C1R;CASP4;CPE;CTSH;AEBP1;CTSS;VSIR"
"Regulation Of Protein Phosphorylation (GO:0001932)","15/265",1.04250640843032e-05,0.000624635089717833,0,0,4.15387900355872,47.650382423341,"CSF1R;TGFB1;IGFBP3;ITGB2;IGF2;TREM2;CDH5;DAB2;CD4;PINK1;CCND2;PECAM1;FYN;PLPP3;ENG"
"Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179)","8/72",1.10281935620205e-05,0.000642913878737252,0,0,8.52430555555556,97.3054211271819,"CDH5;CLDN5;TGFB1;ID1;LTBP2;LRRC32;TGFBR2;ENG"
"Negative Regulation Of Interleukin-2 Production (GO:0032703)","5/21",1.15001780260203e-05,0.000652786421108576,0,0,21.1426116838488,240.458052678978,"PTPRC;TNFAIP3;VSIG4;GBP1;HAVCR2"
"Blood Vessel Morphogenesis (GO:0048514)","7/53",1.24684183004857e-05,0.000689599442926863,0,0,10.3509854069505,116.88655306568,"FLT1;TGFB1;SOX18;ID1;CYP1B1;TGFBR2;ENG"
"Cellular Response To Lipopolysaccharide (GO:0071222)","10/124",1.5995732076715e-05,0.000862569852236859,0,0,6.00846521899153,66.3526147090794,"TGFB1;AXL;CCL3;LY96;TNFAIP3;CCL2;NR1H3;CD14;TNFRSF1B;GBP2"
"Positive Regulation Of Tumor Necrosis Factor Production (GO:0032760)","8/78",2.00098231082069e-05,0.00104307910014006,0,0,7.79126984126984,84.2959864516668,"TYROBP;PTPRC;CLEC7A;CCL3;LY96;CD14;HAVCR2;TLR2"
"Positive Regulation Of Response To External Stimulus (GO:0032103)","11/155",2.03103023671222e-05,0.00104307910014006,0,0,5.24269005847953,56.644027645403,"PDGFRB;TGFB1;CASP4;CCL3;LY96;EMILIN2;TREM2;ETS1;AIF1;IL17RA;TLR2"
"Supramolecular Fiber Organization (GO:0097435)","16/316",2.12115384329673e-05,0.00106402996278862,0,0,3.696,39.7725275959303,"PLK3;COL18A1;SH3KBP1;LUM;COL11A1;LTBP2;CORO1A;LOXL2;GFAP;EFEMP2;COL5A2;RAC2;CYP1B1;HCLS1;FYN;MYO1F"
"Positive Regulation Of Vasculature Development (GO:1904018)","9/104",2.42433682444515e-05,0.00118847602962004,0,0,6.47280396112232,68.7888661424389,"CDH5;SFRP2;FLT1;CYP1B1;HMOX1;CTSH;EMILIN2;ETS1;CD34"
"Circulatory System Development (GO:0072359)","10/132",2.75751474152056e-05,0.00121585647697998,0,0,5.61217471053537,58.919952985478,"CDH5;AKAP13;ADAP2;TGFB1;SOX18;NOTCH4;HEG1;HSPG2;PDLIM7;TGFBR2"
"Positive Regulation Of Peptidase Activity (GO:0010952)","5/25",2.86039401356884e-05,0.00121585647697998,0,0,16.9106529209622,176.918677294494,"PINK1;CTSL;CTSH;CTSS;VSIR"
"Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557)","8/82",2.89026746429826e-05,0.00121585647697998,0,0,7.36861861861862,77.013680594429,"TYROBP;PTPRC;CLEC7A;CCL3;LY96;CD14;HAVCR2;TLR2"
"Regulation Of Cell Population Proliferation (GO:0042127)","27/766",2.96935726869554e-05,0.00121585647697998,0,0,2.57584598900353,26.8521124343096,"COL18A1;CSF1R;ELN;AKR1B1;AIF1;ETS1;CCND2;FRZB;CLEC7A;ADAMTS1;CYP1B1;CTSH;EMILIN2;PDGFRB;TGFB1;IGFBP3;ITGA1;IGF2;TGFBR2;CLDN5;SFRP4;SFRP2;RGCC;HCLS1;IL7R;PLPP1;ENG"
"Regulation Of Leukocyte Migration (GO:0002685)","4/13",3.02534515479673e-05,0.00121585647697998,0,0,29.9771689497717,311.939430745169,"ANXA1;RAC2;HMOX1;NCKAP1L"
"Branching Involved In Blood Vessel Morphogenesis (GO:0001569)","4/13",3.02534515479673e-05,0.00121585647697998,0,0,29.9771689497717,311.939430745169,"SFRP2;NOTCH4;TGFBR2;ENG"
"Glomerular Filtration (GO:0003094)","4/13",3.02534515479673e-05,0.00121585647697998,0,0,29.9771689497717,311.939430745169,"MCAM;SULF1;IGHA1;JCHAIN"
"Negative Regulation Of Neuroinflammatory Response (GO:0150079)","4/13",3.02534515479673e-05,0.00121585647697998,0,0,29.9771689497717,311.939430745169,"PTPRC;SYT11;TREM2;TNFRSF1B"
"Positive Regulation Of Superoxide Anion Generation (GO:0032930)","4/13",3.02534515479673e-05,0.00121585647697998,0,0,29.9771689497717,311.939430745169,"TGFB1;TYROBP;CLEC7A;ITGB2"
"Positive Regulation Of T Cell Activation (GO:0050870)","9/107",3.04386878798881e-05,0.00121585647697998,0,0,6.27369693522008,65.2451691141462,"HLA-DMA;PTPRC;ANXA1;CCL2;NCKAP1L;THY1;HLA-DOA;AIF1;HLA-DQA1"
"Regulation Of Basement Membrane Organization (GO:0110011)","3/5",3.13920171113345e-05,0.00121639628209321,0,0,100.863481228669,1045.84909261906,"LAMA2;LAMB1;NID1"
"Regulation Of Epithelial To Mesenchymal Transition (GO:0010717)","8/83",3.15800611020953e-05,0.00121639628209321,0,0,7.27,75.3388981459861,"PHLDB1;DAB2;SFRP2;TGFB1;RGCC;SPRY1;LOXL2;TGFBR2"
"Negative Regulation Of Cell Migration (GO:0030336)","11/163",3.24156416722226e-05,0.00121768512557033,0,0,4.96472760849492,51.3197413126216,"CLDN5;SFRP2;IGFBP3;CDH11;CYP1B1;HMOX1;EMILIN2;NEDD9;THY1;SULF1;ENG"
"Positive Regulation Of Protein Modification Process (GO:0031401)","13/225",3.27425763945662e-05,0.00121768512557033,0,0,4.2235482365491,43.6158827823402,"CSF1R;ACE;NNMT;TGFB1;IGF2;TREM2;CDH5;DAB2;CD4;PINK1;CCND2;PECAM1;ENG"
"Collagen Fibril Organization (GO:0030199)","6/42",3.34753067216223e-05,0.00122383451861931,0,0,11.3034482758621,116.478671748966,"COL18A1;LUM;COL11A1;COL5A2;CYP1B1;LOXL2"
"Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886)","5/26",3.49876862207162e-05,0.00125566593424714,0,0,16.1045655375552,165.241126292111,"HLA-DMA;CTSL;HLA-DOA;CTSS;HLA-DQA1"
"Regulation Of T Cell Activation (GO:0050863)","7/62",3.5510255905923e-05,0.00125566593424714,0,0,8.65322428436615,88.6582449033503,"HLA-DMA;CD4;CCL2;THY1;HLA-DOA;TNFRSF1B;HLA-DQA1"
"Negative Regulation Of Apoptotic Process (GO:0043066)","20/482",3.6473023128708e-05,0.00126622825216997,0,0,3.0180688876341,30.841457825383,"PLK3;EGR3;ANXA1;UNC5B;TREM2;MERTK;FSTL1;SOCS3;DAB2;PINK1;CCND2;AXL;PDK4;PIM1;CD27;CTSH;HCLS1;CCL2;NCKAP1L;EVI2B"
"Positive Regulation Of Cell Population Proliferation (GO:0008284)","20/483",3.75466441275261e-05,0.00126622825216997,0,0,3.01139387109901,30.6858823732292,"PDGFRB;CSF1R;TGFB1;C5AR1;IGF2;AKR1B1;LAMB1;AIF1;TGFBR2;CLDN5;SFRP2;CCND2;PTPRC;CLEC7A;PIM1;HMOX1;CTSH;HCLS1;IL7R;NES"
"Cellular Response To Lipid (GO:0071396)","13/228",3.75700547699945e-05,0.00126622825216997,0,0,4.16397403237735,42.4279941017416,"AKR1B1;NR1H3;LY96;TNFAIP3;TREM2;ATP1A2;TNFRSF1B;TFPI;AXL;PDK4;CCL2;CD14;GBP2"
"Regulation Of Superoxide Anion Generation (GO:0032928)","4/14",4.18621906410876e-05,0.00138918069558194,0,0,26.9780821917808,271.969486543931,"TGFB1;TYROBP;CLEC7A;ITGB2"
"Regulation Of Interleukin-6 Production (GO:0032675)","9/114",5.02867721433308e-05,0.00159339981354255,0,0,5.85335988053758,57.9352010137348,"TYROBP;CLEC7A;SYT11;TNFAIP3;NCKAP1L;TREM2;AIF1;IL17RA;TLR2"
"Positive Regulation Of Protein Phosphorylation (GO:0001934)","17/377",5.09743234947061e-05,0.00159339981354255,0,0,3.27407407407407,32.3615653533698,"CSF1R;TGFB1;MMD;IGF2;TREM2;TGFBR2;DAB2;CD4;PINK1;RASSF2;SFRP2;CCND2;PTPRC;PECAM1;HCLS1;LCP2;ENG"
"Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495)","5/28",5.10225552431517e-05,0.00159339981354255,0,0,14.7026744359779,145.310100721097,"HLA-DMA;CTSL;HLA-DOA;CTSS;HLA-DQA1"
"Apoptotic Cell Clearance (GO:0043277)","5/28",5.10225552431517e-05,0.00159339981354255,0,0,14.7026744359779,145.310100721097,"ANXA1;TYROBP;NR1H3;TREM2;TGM2"
"Regulation Of Apoptotic Process (GO:0042981)","25/705",5.36138299285896e-05,0.00159339981354255,0,0,2.58085522031691,25.3793650184782,"HTRA1;FSTL1;IFIT2;SOCS3;RASSF2;CCND2;FRZB;PIM1;CYP1B1;CTSH;EMILIN2;NCKAP1L;FYN;TGM2;PLK3;EGR3;ANXA1;IGFBP3;SFRP4;DAB2;PINK1;SFRP2;AXL;CD27;EVI2B"
"Positive Regulation Of Apoptotic Process (GO:0043065)","14/270",5.37252658691706e-05,0.00159339981354255,0,0,3.77149822695035,37.0799644274083,"IGFBP3;HTRA1;CTSS;IFIT2;SFRP4;RASSF2;SFRP2;CTSL;FRZB;CCL3;CYP1B1;CTSH;EMILIN2;TGM2"
"Negative Regulation Of Cell Population Proliferation (GO:0008285)","17/379",5.44213437672466e-05,0.00159339981354255,0,0,3.25564862670548,31.9664134070689,"COL18A1;TGFB1;IGFBP3;ITGA1;AKR1B1;TNFAIP3;TREM2;AIF1;ETS1;SFRP4;SFRP2;RGCC;FRZB;ADAMTS1;CYP1B1;HMOX1;PLPP1"
"Positive Regulation Of Transferase Activity (GO:0051347)","10/143",5.47241344992023e-05,0.00159339981354255,0,0,5.14511803985488,50.4901018309292,"PDGFRB;CSF1R;CD4;PINK1;TGFB1;FLT1;AXL;IGF2;TREM2;MERTK"
"Defense Response To Bacterium (GO:0042742)","12/204",5.52219246631164e-05,0.00159339981354255,0,0,4.29401408450704,42.0991603233755,"IGHM;STAB1;CASP4;TREM2;IGHA1;LYZ;GBP2;F3;GBP1;MPEG1;JCHAIN;TLR2"
"Renal Filtration (GO:0097205)","4/15",5.64211249498705e-05,0.00159339981354255,0,0,24.5242839352428,239.912901036466,"MCAM;SULF1;IGHA1;JCHAIN"
"Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014066)","8/90",5.67621783362297e-05,0.00159339981354255,0,0,6.6470189701897,64.9855137275441,"PDGFRB;FLT1;PIK3IP1;UNC5B;HCLS1;TREM2;PIK3AP1;DCN"
"B Cell Receptor Signaling Pathway (GO:0050853)","6/46",5.68807536591454e-05,0.00159339981354255,0,0,10.1710344827586,99.4173209316505,"IGHM;IGHG1;PTPRC;NFATC2;NCKAP1L;IGHA1"
"Response To Steroid Hormone (GO:0048545)","5/29",6.09101086225325e-05,0.00166220833329495,0,0,14.0893470790378,136.752772440327,"TGFB1;AKR1B1;NR1H3;ATP1A2;TFPI"
"Maintenance Of Blood-Brain Barrier (GO:0035633)","5/29",6.09101086225325e-05,0.00166220833329495,0,0,14.0893470790378,136.752772440327,"CDH5;CLDN5;LAMA2;PECAM1;ESAM"
"Cellular Response To Molecule Of Bacterial Origin (GO:0071219)","9/117",6.16488950688903e-05,0.00166220833329495,0,0,5.68989547038328,55.158161063222,"AXL;LY96;TNFAIP3;CCL2;NR1H3;CD14;TNFRSF1B;GBP2;TLR2"
"Regulation Of Inflammatory Response (GO:0050727)","13/240",6.36406310777433e-05,0.0016947264349962,0,0,3.94142370137451,38.083054417027,"ANXA1;AKNA;IL1R1;NR1H3;TNFAIP3;TNFRSF1B;ETS1;IL17RA;CDH5;CASP4;CCL3;PIK3AP1;TLR2"
"Positive Regulation Of Angiogenesis (GO:0045766)","9/119",7.03667256743395e-05,0.00185098813755549,0,0,5.58587266392144,53.4109416763495,"CDH5;SFRP2;FLT1;CYP1B1;HMOX1;CTSH;EMILIN2;ETS1;CD34"
"Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014068)","7/69",7.13259024420178e-05,0.00185361411527027,0,0,7.67351266882465,73.2686250781544,"PDGFRB;FLT1;UNC5B;HCLS1;TREM2;PIK3AP1;DCN"
"Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379)","6/48",7.26957177324759e-05,0.00186672218034465,0,0,9.68571428571429,92.2973805310486,"PDGFRB;TGFB1;TYROBP;CLEC7A;ITGB2;TGFBR2"
"Vasculature Development (GO:0001944)","4/16",7.43539346103529e-05,0.00188684043475919,0,0,22.4794520547945,213.704821627038,"PDGFRB;CDH5;SOX18;NOTCH4"
"Positive Regulation Of Programmed Cell Death (GO:0043068)","13/245",7.84589595716281e-05,0.00196786018367444,0,0,3.85548921652248,36.4456884862034,"IGFBP3;HTRA1;IFIT2;SFRP4;RASSF2;SFRP2;FRZB;CLEC7A;CYP1B1;EMILIN2;GBP2;GBP1;TGM2"
"Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090092)","5/31",8.50638354632015e-05,0.00205474024210908,0,0,13.0042294475284,121.877050354005,"SFRP4;TGFB1;FSTL1;DKK3;ENG"
"Endodermal Cell Differentiation (GO:0035987)","5/31",8.50638354632015e-05,0.00205474024210908,0,0,13.0042294475284,121.877050354005,"ITGA4;COL11A1;MMP2;ITGB2;LAMB1"
"Positive Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:1900087)","5/31",8.50638354632015e-05,0.00205474024210908,0,0,13.0042294475284,121.877050354005,"CCND2;ANXA1;RGCC;ADAMTS1;AIF1"
"Myeloid Leukocyte Differentiation (GO:0002573)","7/71",8.57332507138699e-05,0.00205474024210908,0,0,7.43295847750865,69.6042287290022,"CSF1R;CD4;SPI1;TYROBP;IFI16;TREM2;TGFBR2"
"Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560)","8/96",8.99535696128005e-05,0.00213219615005287,0,0,6.19191919191919,57.6852623055308,"CDH5;CLDN5;TGFB1;ID1;LTBP2;LRRC32;TGFBR2;ENG"
"Aorta Morphogenesis (GO:0035909)","4/17",9.61026336577776e-05,0.00224521756386438,0,0,20.7492096944152,191.932136716425,"PDGFRB;EFEMP2;TGFBR2;ENG"
"Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167)","9/124",9.68035389148757e-05,0.00224521756386438,0,0,5.34164520527193,49.3719025560829,"PDGFRB;CSF1R;CD4;FLT1;AXL;NEDD9;LCP2;FYN;MERTK"
"Positive Regulation Of Gene Expression (GO:0010628)","19/480",0.000106229204638351,0.00243762121707365,0,0,2.86316045012804,26.1976647013892,"SPI1;TGFB1;AKR1B1;TREM2;ETS1;VSIR;LGALS9C;ACTA2;CLDN5;SFRP4;CDH5;TYROBP;RGCC;IFI16;CLEC7A;CCL3;CTSH;CD34;TLR2"
"Regulation Of Epithelial To Mesenchymal Transition Involved In Endocardial Cushion Formation (GO:1905005)","3/7",0.000107475921086144,0.00244026907139803,0,0,50.4266211604096,460.810754411347,"TGFB1;ENG;TGFBR2"
"Positive Regulation Of B Cell Activation (GO:0050871)","6/52",0.00011477520872256,0.00257885547098503,0,0,8.84167916041979,80.2164440775196,"SPI1;PTPRC;SH3KBP1;NFATC2;CD27;NCKAP1L"
"Vasculogenesis (GO:0001570)","5/33",0.00011597917758959,0.00257904212433758,0,0,12.0741286205204,109.416959601708,"PDGFRB;TGFB1;SOX18;TGFBR2;ENG"
"Regulation Of Vascular Endothelial Cell Proliferation (GO:1905562)","4/18",0.000122125915982886,0.00266086465429379,0,0,19.26614481409,173.596787653137,"FLT1;ITGA4;IGF2;CCL2"
"Positive Regulation Of Extracellular Matrix Organization (GO:1903055)","4/18",0.000122125915982886,0.00266086465429379,0,0,19.26614481409,173.596787653137,"EFEMP2;TGFB1;RGCC;FSCN1"
"Positive Regulation Of Chemokine Production (GO:0032722)","6/53",0.00012783573145691,0.00275741672752554,0,0,8.65311812179017,77.5731658603484,"CSF1R;CLEC7A;HMOX1;AIF1;IL17RA;TLR2"
"Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731)","9/130",0.000139063658446911,0.00296990407198007,0,0,5.07521525038155,45.0708487307762,"CSF1R;ACE;TGFB1;PTPRC;IGF2;PECAM1;HCLS1;NEDD9;TREM2"
"Regulation Of Smooth Muscle Cell Proliferation (GO:0048660)","6/54",0.000142047076584405,0.00300387788424079,0,0,8.47241379310345,75.0600963374655,"PDGFRB;TGFB1;ELN;IGFBP3;TNFAIP3;HMOX1"
"Macrophage Activation (GO:0042116)","5/35",0.000154848742666667,0.00324280328089321,0,0,11.2680412371134,98.855221814343,"CD93;C5AR1;ITGB2;TREM2;AIF1"
"Negative Regulation Of Cell Motility (GO:2000146)","9/133",0.000165386780176151,0.00336566660025985,0,0,4.95166910194448,43.1152905835322,"CLDN5;SFRP2;CDH11;CYP1B1;EMILIN2;NEDD9;THY1;SULF1;ENG"
"Positive Regulation Of Endocytosis (GO:0045807)","7/79",0.000168986488426887,0.00336566660025985,0,0,6.60438292964244,57.3636346321088,"DAB2;CLEC7A;AXL;TREM2;IL2RG;MERTK;F3"
"Negative Regulation Of Leukocyte Degranulation (GO:0043301)","3/8",0.000170077728061346,0.00336566660025985,0,0,40.3392491467577,350.114629914507,"SPI1;NCKAP1L;HLA-F"
"Positive Regulation Of Extracellular Matrix Assembly (GO:1901203)","3/8",0.000170077728061346,0.00336566660025985,0,0,40.3392491467577,350.114629914507,"PHLDB1;RGCC;TGFB1"
