"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Mitotic Spindle","102/199",1.20563391189483e-16,5.48015414497649e-16,0,0,3.34399300092059,122.571909888242,"TRIO;SMC4;UXT;PREX1;PPP4R2;KIF5B;ARHGDIA;CDC27;ARFIP2;NEK2;SYNPO;RALBP1;CSNK1D;ACTN4;TUBA4A;CLIP1;FSCN1;EZR;ARL8A;VCL;NOTCH2;EPB41;TUBGCP2;PXN;RASAL2;KLC1;ABR;RHOT2;BCL2L11;RACGAP1;ABL1;STK38L;MARK4;SPTBN1;PLK1;TBCD;ARHGAP27;HOOK3;SSH2;NDC80;NET1;ANLN;DLG1;NF1;CDK1;TUBGCP3;MAP3K11;TOP2A;CEP57;YWHAE;NUMA1;WASL;LMNB1;AKAP13;CAPZB;NCK2;TLK1;KIF1B;SPTAN1;NCK1;ARHGEF11;SUN2;ARHGEF12;DST;KIF23;SMC1A;DYNLL2;LATS1;CTTN;PALLD;CDC42EP4;RASA1;MYH9;BIRC5;ATG4B;ARHGEF2;MAPRE1;ARHGEF7;SOS1;ARF6;PAFAH1B1;RABGAP1;STAU1;ROCK1;CDC42;FLNA;RICTOR;PDLIM5;WASF2;BUB1;CLASP1;ARFGEF1;DYNC1H1;GSN;PCGF5;RANBP9;MYO9B;SEPTIN9;LRPPRC;MARCKS;NIN;ABI1"
"Epithelial Mesenchymal Transition","100/200",2.0114036472925e-15,8.38084853038542e-15,0,0,3.17809664486179,107.546611168446,"SPARC;WIPF1;SERPINE1;TNC;PLOD1;ENO2;SAT1;LOXL1;MYLK;LOXL2;EFEMP2;LGALS1;BASP1;ANPEP;CCN2;CCN1;POSTN;TPM4;IGFBP4;IGFBP3;TPM2;TPM1;IGFBP2;PCOLCE;DKK1;COL4A2;LOX;COL4A1;PPIB;MYL9;MXRA5;NOTCH2;COPA;HTRA1;FBLN1;THY1;FBLN2;FBLN5;CALD1;SERPINH1;JUN;GADD45B;CADM1;GADD45A;FN1;COL1A1;COL1A2;COL5A1;ID2;COL5A2;CALU;SDC1;TGFBI;FERMT2;ITGB1;ITGB5;ELN;TNFAIP3;LAMC1;GLIPR1;TIMP3;QSOX1;ITGAV;TIMP1;COLGALT1;TNFRSF12A;DST;MMP2;BGN;PLAUR;GPX7;EMP3;DCN;RHOB;MMP14;VCAN;COL6A2;CDH11;GAS1;COL6A3;ITGA5;CD44;TAGLN;LRP1;CAPG;THBS2;FSTL1;THBS1;SPP1;FLNA;CD59;CTHRC1;IL32;LUM;VEGFA;COL3A1;MGP;PMP22;VIM;FMOD"
"TNF-alpha Signaling via NF-kB","98/200",1.98716527897976e-14,7.64294338069137e-14,0,0,3.05177198489605,96.2818257988867,"SERPINE1;TNC;RNF19B;SAT1;ICAM1;ZFP36;CCND1;MYC;NAMPT;DENND5A;CCN1;CCNL1;JUNB;IER5;IER2;IER3;MAP2K3;TAP1;NINJ1;SIK1;TRIB1;PLPP3;IL6ST;SQSTM1;ATF3;PFKFB3;SOCS3;SNN;MCL1;EGR1;JUN;EGR3;JAG1;SMAD3;GADD45B;GADD45A;NFKB1;FOSL2;EIF1;NFKB2;EHD1;NFKBIA;NR4A1;RCAN1;ID2;BHLHE40;BCL3;REL;MXD1;NFE2L2;BTG3;BTG2;CDKN1A;TNFAIP8;BTG1;B4GALT1;TNFAIP2;TNFAIP3;LITAF;IFIH1;PDE4B;DUSP4;KLF10;DUSP5;DUSP2;TSC22D1;DUSP1;RIPK2;DDX58;IFNGR2;PLAUR;FOS;RHOB;IRF1;SGK1;CD44;BIRC2;B4GALT5;PPP1R15A;CEBPD;RELA;RELB;DRAM1;CCL5;CCL2;PDLIM5;LDLR;CFLAR;ATP2B1;SOD2;KLF4;PNRC1;KLF2;VEGFA;KLF6;MARCKS;TNIP1;TNIP2"
"p53 Pathway","95/200",5.31462442951061e-13,1.89808015339665e-12,0,0,2.8714366016221,81.1558257622406,"RB1;APP;H2AW;CCNK;CDKN1A;BTG2;BTG1;CD82;CD81;CCP110;RNF19B;IFI30;TM7SF3;SAT1;PITPNC1;SEC61A1;HINT1;CCND3;GM2A;FAM162A;RPL36;RACK1;UPP1;IER5;CTSD;IER3;RPS12;TSPYL2;TSC22D1;PRMT2;FBXW7;RHBDF2;TAP1;TRAFD1;FOS;PRKAB1;TM4SF1;VAMP8;H2AJ;RAP2B;RAD51C;MAPKAPK3;DDIT3;DDIT4;NINJ1;TXNIP;TAX1BP3;S100A4;NUPR1;ATF3;ISCU;PPP1R15A;PCNA;NOTCH1;HDAC3;EI24;RGS16;AK1;PDGFA;RPS27L;SLC3A2;FOXO3;NDRG1;TOB1;ZFP36L1;LDHB;NHLH2;SERTAD3;DRAM1;IRAK1;PERP;MKNK2;STOM;BAK1;RPL18;RALGDS;S100A10;IP6K2;JUN;ST14;GADD45A;OSGIN1;TPRKB;WWP1;KLF4;BLCAP;H1-2;SP1;CCNG1;SDC1;PLXNB2;BAX;ERCC5;MXD1;MXD4"
"UV Response Up","79/158",1.73223495819891e-12,5.7741165273297e-12,0,0,3.16848739495798,85.8077356675199,"H2AX;BTG3;FEN1;BTG2;BTG1;TFRC;AMD1;CLTB;HNRNPU;ARRB2;ENO2;AQP3;ICAM1;GLS;CCND3;CASP3;HYAL2;BSG;ACAA1;PRKACA;JUNB;STARD3;IGFBP2;PRKCD;SIGMAR1;TAP1;FOS;HLA-F;TUBA4A;RHOB;MMP14;PRPF3;IRF1;SELENOW;PPIF;TMBIM6;IL6ST;FKBP4;ALDOA;SQSTM1;ATF3;CNP;RPN1;CEBPG;DDX21;FURIN;HSPA13;CYB5R1;STIP1;NXF1;PPP1R2;DNAJB1;BCL2L11;CREG1;AP2S1;MGAT1;BAK1;POLR2H;BID;YKT6;ATP6V1C1;MARK2;ATP6V1F;LYN;CYB5B;KLHDC3;PDAP1;SOD2;NFKBIA;DNAJA1;NR4A1;EIF2S3;EIF5;PSMC3;STK25;AGO2;POLE3;PPT1;GRINA"
"Hypoxia","93/200",4.3024904217041e-12,1.26543835932473e-11,0,0,2.75691482448575,72.1534980966902,"ERO1A;SLC25A1;ERRFI1;GPI;CDKN1A;TES;BTG1;CDKN1B;CITED2;ZNF292;SERPINE1;HEXA;HDLBP;SLC2A1;TNFAIP3;ADM;ENO1;ENO2;RBPJ;SLC2A5;ETS1;HK2;HK1;NDST1;MT2A;ZFP36;FAM162A;STBD1;PIM1;IDS;PGM2;CCN2;CCN1;PDK1;IER3;TPD52;BNIP3L;WSB1;TPI1;ANXA2;DUSP1;GAA;IGFBP3;BGN;PLAUR;MIF;FOS;DCN;JMJD6;TPST2;LOX;DDIT3;DDIT4;RRAGD;MYH9;S100A4;ALDOA;ATF3;PPP1R15A;PFKFB3;SDC3;PDGFB;CXCR4;GLRX;FOXO3;NDRG1;LDHA;PRDX5;UGP2;MXI1;PGK1;VHL;JUN;MAP3K1;HSPA5;SIAH2;CAV1;PNRC1;FOSL2;VEGFA;ISG20;PFKL;KLF6;NAGK;P4HA1;COL5A1;XPNPEP1;CCNG2;BHLHE40;TGFBI;PAM;PFKP;GALK1"
"Adipogenesis","93/200",4.3024904217041e-12,1.26543835932473e-11,0,0,2.75691482448575,72.1534980966902,"SLC25A1;COX7B;MTCH2;PHLDB1;RNF11;ARAF;GHITM;COX6A1;MYLK;LIPE;SCP2;ALDH2;PIM3;YWHAG;IDH3A;COX8A;GPX4;CHUK;IFNGR1;APLP2;ECH1;TALDO1;ATP1B3;SDHC;SDHB;ACLY;POR;PPM1B;COL4A1;ACOX1;CAT;UQCRC1;CMPK1;NDUFS3;SPARCL1;PREB;SLC25A10;ALDOA;TKT;DLD;MGLL;RTN3;PPP1R15B;ECHS1;SLC66A3;CD151;PFKFB3;NDUFB7;MGST3;ATL2;AK2;BAZ2A;UQCR11;UQCR10;SLC1A5;ADIPOR2;TOB1;ADCY6;AGPAT3;C3;PRDX3;BCL2L13;GPAT4;DDT;UCP2;G3BP2;UBQLN1;STOM;APOE;CYC1;RREB1;DECR1;PTCD3;CDKN2C;NDUFA5;GADD45A;MDH2;IDH3G;VEGFB;RMDN3;CHCHD10;DNAJC15;SOD1;CS;DHRS7;PFKL;REEP5;UQCRQ;CCNG2;NDUFAB1;ATP5PO;PDCD4;ACO2"
"Androgen Response","56/100",8.92089467122958e-12,2.47802629756377e-11,0,0,4.02254195731093,102.344026063412,"TNFAIP8;B4GALT1;DBI;SAT1;ELK4;RPS6KA3;CCND3;CCND1;ZMIZ1;ADAMTS1;PGM3;AKT1;ITGAV;B2M;TPD52;TSC22D1;ELOVL5;ACTN1;NCOA4;KRT8;ARID5B;PIAS1;INPP4B;SELENOP;SMS;SGK1;FKBP5;IDI1;INSIG1;ABHD2;SRF;GNAI3;UAP1;HMGCR;NDRG1;MYL12A;UBE2J1;LMAN1;ANKH;PDLIM5;SLC38A2;RAB4A;XRCC6;UBE2I;XRCC5;TMEM50A;GSR;ADRM1;PA2G4;ELL2;H1-0;SPCS3;KRT19;VAPA;SCD;SEC24D"
"PI3K/AKT/mTOR  Signaling","57/105",3.18106162554941e-11,8.37121480407741e-11,0,0,3.75296685487244,90.7137913949463,"CDKN1A;ARF1;CDKN1B;YWHAB;UBE2D3;CLTC;PTEN;PRKAG1;SLC2A1;RPS6KA3;TBK1;ARHGDIA;CFL1;AKT1;RAC1;MAP3K7;AP2M1;PDK1;NCK1;MAP2K3;ACTR3;ACTR2;PLA2G12A;DUSP3;IRAK4;TNFRSF1A;DDIT3;CSNK2B;RAF1;PFN1;SQSTM1;RALB;CAB39;MAPKAP1;ITPR2;CXCR4;HSP90B1;MAPK9;GRK2;MKNK2;E2F1;MAPK1;PLCG1;EIF4E;PAK4;SMAD2;STAT2;PTPN11;PPP1CA;CDK4;ARPC3;CAMK4;CDK1;PIN1;GRB2;CALR;MYD88"
"DNA Repair","72/150",1.83280569119422e-10,4.58201422798556e-10,0,0,2.92065643607494,65.4811259787348,"FEN1;ARL6IP1;MPG;POLB;SEC61A1;PNP;GUK1;MPC2;SNAPC4;PDE4B;ELOA;DGCR8;TMED2;NELFE;GPX4;NCBP2;NME4;EDF1;RBX1;NME1;APRT;NT5C3A;DDB1;RRM2B;DAD1;POLR1D;HCLS1;SRSF6;EIF1B;RALA;TSG101;PCNA;CANT1;CSTF3;USP11;GMPR2;DCTN4;AK1;COX17;SUPT4H1;TYMS;ADCY6;SDCBP;DGUOK;POLD4;POLR2A;POLR2C;POLR2D;POLR2E;POLR2F;POLR2H;POLR2I;POLR2J;POLR2K;BCAP31;SURF1;DUT;TAF13;ALYREF;TAF10;ADRM1;UPF3B;GTF2H1;SSRP1;SUPT5H;NUDT21;POLA2;ERCC1;RPA3;IMPDH2;ERCC5;TAF6"
"Complement","89/200",2.21965045269302e-10,5.28488203022147e-10,0,0,2.54044570886676,56.4703004885758,"CPM;GMFB;SERPINA1;DYRK2;DOCK9;SERPINE1;TNFAIP3;CBLB;CLU;CTSS;LGALS3;CSRP1;CTSL;CASP10;CASP3;LAMP2;TIMP2;PIM1;CTSH;TIMP1;CTSD;CTSC;CTSB;DUSP5;FCER1G;PRKCD;ANXA5;PLAUR;SIRT6;DUSP6;MMP14;PLSCR1;KIF2A;COL4A2;PIK3CA;IRF1;FDX1;IRF2;IRF7;SERPING1;ADAM9;LCP2;LAP3;PFN1;CD46;RAF1;S100A9;LTF;C1QA;USP14;USP15;USP16;C1S;LRP1;C1R;PDGFB;WAS;GNAI3;PRCP;RNF4;GNAI2;C3;PPP2CB;VCPIP1;PPP4C;CCL5;S100A13;CD59;STX4;FYN;LTA4H;CD55;LYN;HSPA5;FN1;GZMB;ATOX1;PSMB9;EHD1;XPNPEP1;GNB2;APOC1;GNB4;CALM3;GRB2;CALM1;LGMN;C1QC;HSPA1A"
"TGF-beta Signaling","35/54",2.88058224218581e-10,6.54677782314957e-10,0,0,5.80623603137736,127.55057148987,"PPP1R15A;BMPR2;SLC20A1;SERPINE1;UBE2D3;XIAP;ARID4B;FURIN;THBS1;FNTA;CDH1;JUNB;MAP3K7;SKIL;SPTBN1;ACVR1;KLF10;SMAD1;WWTR1;SMAD3;IFNGR2;TGFBR1;RHOA;SMAD7;HIPK2;PPP1CA;NCOR2;SKI;FKBP1A;CDK9;PPM1A;RAB31;ID2;CTNNB1;ENG"
"Reactive Oxygen Species Pathway","31/49",7.17577432450937e-09,1.55995094011073e-08,0,0,5.42421196154557,101.717834015637,"NDUFB4;GLRX;LSP1;TXN;PDLIM1;PTPA;PRDX2;SBNO2;PRDX4;PRDX1;JUNB;HMOX2;CDKN2D;PRNP;G6PD;EGLN2;NDUFA6;GPX4;TXNRD1;GSR;SOD2;PRDX6;ATOX1;SOD1;GCLC;SELENOS;STK25;CAT;NDUFS2;PFKP;LAMTOR5"
"Glycolysis","85/200",8.31464014733637e-09,1.73221669736174e-08,0,0,2.33928408113991,43.5229604785358,"ERO1A;B4GALT2;B4GALT1;CHPF;CITED2;ZNF292;HDLBP;ENO1;PLOD1;ENO2;HK2;HS2ST1;FAM162A;STMN1;PGM2;QSOX1;PGLS;ME2;GUSB;SLC16A3;IER3;IL13RA1;G6PD;TPI1;IGFBP3;COG2;AKR1A1;TALDO1;SDHC;MIF;DCN;VCAN;MED24;PKM;HAX1;KIF2A;DDIT4;RRAGD;TFF3;SLC25A10;RBCK1;ALDOA;FKBP4;DLD;PPIA;CD44;ALDH9A1;COPB2;PRPS1;RPE;SDC3;CXCR4;GLRX;TXN;ARPP19;CENPA;PPP2CB;LDHA;UGP2;MXI1;PGK1;CYB5A;MDH1;HSPA5;MDH2;B3GAT3;PMM2;GFPT1;GOT2;SRD5A3;VEGFA;SOD1;ISG20;EXT2;GCLC;P4HA1;COL5A1;NASP;CDK1;SDC1;TGFBI;PAM;POLR3K;PFKP;GALK1"
