"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"DNA Replication (GO:0006260)","38/73",3.9282000217719e-08,1.71983739135032e-05,0,0,3.7359992358878,63.7081248506077,"RNASEH2A;MCM7;MCM8;POLD3;RECQL4;TBRG1;RECQL5;RNASEH1;TOP1MT;ORC3;POLD1;CHEK1;PCLAF;REV3L;POLL;POLE;POLG;RFC5;UPF1;RFC3;RFC2;WDR18;RPA1;RPA2;WRNIP1;BAZ1A;TICRR;FAM111B;FAM111A;POLA1;POLA2;POLG2;GRWD1;POLE2;CDK2;MCM4;DNA2;MCM2"
"Protein Ubiquitination (GO:0016567)","146/434",7.58228960572712e-08,3.04302556176515e-05,0,0,1.7581560351171,28.8247317784466,"UBE2D4;FBXO28;CCNF;FBXO25;CBLC;KEAP1;UBE3A;FBXO24;UBE3B;FBXO22;CCAR1;HERC4;NUB1;RNF114;TRIM24;TRIM25;TRIM26;FBXO7;FAAP100;ARRDC4;MYLIP;RNF43;AREL1;NHLRC3;FBXW8;USP5;FBXW7;RC3H1;FBXO11;CDC34;KCTD13;TRIM14;NHLRC1;CUL9;KLHL18;CUL7;CUL5;CUL2;MYCBP2;CUL1;NEDD4L;UBR3;FBXO45;DTX2;KLHL12;UBR1;UBE2J2;DTX4;NEUROD2;VCPIP1;TMEM129;NAE1;BARD1;BRAP;FANCL;SMURF1;PLK1;IRF2BP1;FANCA;KLHL22;LNPEP;FANCC;BFAR;KLHL24;FANCE;FANCF;BSPRY;KLHL20;UBE2W;RNF225;RNF103;UVSSA;MDM2;MKRN2;TPP2;MKRN3;UBE2O;LZTR1;NFE2L2;TRIM72;TRIM74;RNF14;ARRB1;SH3RF1;DDA1;TRIM4;TRIM3;RNF151;RNF152;TRIM61;SHPRH;TRIM62;MSL2;RNF208;TRAF2;UCHL3;SIRT1;TOPORS;RNF144A;TRAF7;UBE2R2;NFX1;SDE2;ZNF598;THOP1;RNF166;RNF34;UHRF1;RNF8;RNF6;AMBRA1;RCHY1;CBL;FAAP20;RNFT1;RNF135;DCAF15;RMND5A;RNF139;RNF138;SPOP;ZSWIM8;PRAME;RBBP6;SASH1;MARCHF5;RNF20;ANKIB1;PPIL2;TRIM41;RNF25;FBXL17;WWP2;PEX10;RNF146;SPSB2;SPSB1;TRIM39;RFWD3;KLHL7;OTULIN;TRIM37;RNF141;TRIM33;ASB1;TAF1"
"DNA-templated DNA Replication (GO:0006261)","36/69",8.24381576923968e-08,3.05401667266602e-05,0,0,3.75268838980133,61.2109162671856,"PRIM2;MCM7;PRIM1;PRIMPOL;POLD3;RECQL4;PURA;CDC45;ORC6;RECQL5;ORC3;POLD1;ORC2;REV3L;POLE;POLG;RFC5;GINS1;GINS2;MGME1;RFC3;RRM1;RFC2;WDR18;RPA1;WRNIP1;LRWD1;POLA1;POLA2;CDC34;POLG2;RRM2B;POLE2;MCM4;DNA2;MCM2"
"Cilium Organization (GO:0044782)","86/228",1.69899210159773e-07,5.84453282949619e-05,0,0,2.09195384063788,32.6095029413947,"SPAG16;DYNC2I1;GALNT11;TRAF3IP1;CCP110;PTPN23;PKD2;PTPDC1;HSPB11;CDC14B;IFT52;TBC1D31;TCTN3;WDR90;TCTN1;CEP250;TRAPPC14;CEP290;OFD1;TTC36;MKKS;FBXW8;IFT140;ARMC9;IFT80;OCRL;ARMC2;IFT43;RILPL2;IFT81;TMEM138;TMEM216;CEP20;SSX2IP;CCNO;CILK1;UNC119B;MACIR;INTU;FAM149B1;DYNLT2B;PLA2G3;NEDD9;ASAP1;CFAP126;HDAC6;AURKA;RRP7A;IFT74;ABLIM1;ABLIM3;ARL13B;KIF3A;TMEM67;RAB23;KIAA0753;POC1B;CCDC32;PCNT;ATP6V1D;PIBF1;CEP78;BBS2;BBS1;MBD1;GBF1;IFT122;CPLANE1;BBIP1;TMEM231;ATAT1;AHI1;TTC8;IFT22;TTLL3;TMEM237;UBXN10;KIAA0586;CEP83;HYLS1;IFT27;CCDC66;RAB17;CIBAR1;CLUAP1;CEP89"
"Regulation Of Nucleic Acid-Templated Transcription (GO:1903506)","149/452",2.29299284307662e-07,7.36203568817133e-05,0,0,1.70494023808231,26.0655317405317,"RB1;ZNF331;HDAC10;TRRAP;WWC1;NAB2;YEATS4;JADE3;CELSR2;POFUT1;CHEK2;GPBP1;MYB;RUVBL1;ZNF85;WWC3;ZFPL1;PITX3;HES6;NKX6-2;ZNF282;SOX13;PSG1;HCFC1;SAP30;THAP1;ZNF718;ZNF92;KAT6B;THAP7;DDIT3;SPIN2B;PPIE;SPIN2A;ZSCAN26;ZNF678;LMX1B;MZF1;CLOCK;AJUBA;TP53;ZNF398;ZNF430;KMT2D;ZNF274;ZNF395;ZNF22;AKAP17A;FOXO4;TAF5L;ZNF708;ZNHIT3;DVL2;MBIP;ZKSCAN5;PATZ1;ESRRA;ZNF143;ZNF263;ZFHX3;ZNF141;BRPF1;SMAD3;BRPF3;TRIP4;SMARCA1;ESR1;ZNF37A;YEATS2;TADA3;GTF2IRD1;TCF3;RBAK;PHF19;ZNF253;RNF14;PHF1;SGF29;LIMD1;PQBP1;ING5;ING2;VPS72;HMG20A;ERC1;YAF2;NKX3-1;NCOA2;TGIF2;ACTR6;ACTR5;MSL3;RHOH;ASH1L;BAZ1A;GLRX2;REXO4;MLF1;MED23;GCFC2;TAF6L;KAT2A;MTF2;ZNF516;IRF2;TESMIN;USP13;FOXC1;ZNF350;ZNF195;TAF9;TGFBRAP1;FOXK2;TULP3;ZNF66;RNF6;ACVR1B;SERTAD3;ZNF628;SAP30L;ATXN1L;ZNF626;E2F1;PCGF1;PAK6;ASCC2;APBB3;TCFL5;ZNF100;RNF20;TCF7L1;ZNF460;UTP4;TAF12;NFYB;HINFP;ZNF33A;REST;RYBP;MYBBP1A;NFIA;ZNF737;CARM1;ZNF219;SSBP2;ZNF730;ZNF212;GZF1;ZNF695"
"Organelle Disassembly (GO:1903008)","29/54",6.69069546992864e-07,0.000201389933644852,0,0,3.98620996441281,56.6734531561497,"PRKAA1;RETREG3;GFM2;TEX264;UBA5;NEDD9;MTIF2;ZFAND1;SNX33;HDAC6;AURKA;RRP7A;UFL1;KAT5;RB1CC1;STX5;EIF2D;ASCC2;PELO;GBF1;TRIP4;PLAAT3;VRK1;ULK3;ATG2A;ULK2;PLIN2;MRRF;RETREG1"
"Regulation Of TOR Signaling (GO:0032006)","37/78",1.20428233649955e-06,0.00034116610191658,0,0,3.1034411547324,42.2987445479812,"PRKAA1;HDAC3;SEH1L;NPRL3;ARAF;UBR2;UBR1;WDR24;RPTOR;FLCN;DEPTOR;RPS6KA1;GNA12;MLST8;TNFAIP8L1;RICTOR;FAM83D;FNIP1;RFFL;SEC13;ENDOG;WDR59;MIOS;TSC2;TSC1;ITFG2;SIRT1;TTI1;TBCK;RRAGA;PIK3CA;RRAGC;DGKQ;TBC1D7;SMCR8;DEPDC5;TELO2"
"Nucleocytoplasmic Transport (GO:0006913)","27/50",1.40170832329679e-06,0.00037503484916652,0,0,4.03274885456338,54.3526584660097,"NUP205;NUP107;SEH1L;NUP188;RGS14;NUP160;GLE1;NUP42;NUP85;NUP62;NUP43;NUP88;RAE1;NDC1;NUP214;SEC13;NUP133;NUP210;NUP155;RITA1;NUP153;NUP93;LSG1;NUP35;NUP54;NUP58;NUP37"
"Protein Polyubiquitination (GO:0000209)","82/226",2.02797485973769e-06,0.000514038259184036,0,0,1.96492297496686,25.7571395068142,"TRAF3IP2;UBE2D4;RNF14;FBXO28;UBE3A;UBE3B;FBXO22;DDA1;CDC23;RNF114;TRIM3;TRIM25;SKP2;FBXO7;RNF152;TRIM65;ARRDC4;SHPRH;TRIM62;AREL1;NHLRC3;RC3H1;UBE2E2;TRAF2;TOPORS;RNF144A;CDC34;UBE2R2;TRAF3;TRAF5;PELI1;ANAPC4;NHLRC1;ZNF598;THOP1;RNF166;ANAPC1;ANAPC2;RNF34;PELI3;MYCBP2;CUL1;RNF8;NEDD4L;FBXO45;RNF6;UBE2J2;NT5C2;RNF5;ANAPC10;RNF135;DCAF15;ZNRF1;FZR1;RMND5A;RNF216;TMEM129;SPOP;PRAME;RFFL;SASH1;MARCHF5;BARD1;RNF20;ANKIB1;PPIL2;SMURF1;RNF25;IRF2BP1;FBXL17;LNPEP;PEX10;WWP2;BFAR;KLHL20;RNF146;UBE2W;MDM2;MKRN3;TPP2;UBE2O;TAF1"
"Ribosomal Large Subunit Biogenesis (GO:0042273)","28/54",2.62450180539775e-06,0.000612629040616729,0,0,3.69966302321206,47.5429616724334,"NVL;PAK1IP1;NIP7;RPL10L;NOP2;PPAN;MALSU1;RPF2;SDAD1;TMA16;C1ORF109;PES1;RRS1;SURF6;ZNF622;RRP15;MDN1;NOP16;WDR74;LTO1;WDR12;GTPBP4;TRAF7;EIF6;LAS1L;CINP;MRTO4;RPL26L1"
"Regulation Of Cell Cycle Process (GO:0010564)","53/130",2.67134756082876e-06,0.000612629040616729,0,0,2.36999628278698,30.4139904922831,"SETD2;CETN2;CCP110;KIF11;MKI67;FLCN;CHEK1;KIF13A;CEP250;RCC1;NEK2;FBXO5;NUDT16;SOX9;ARID2;GIT1;TIPIN;PBRM1;KNSTRN;ARID1B;SFRP1;DBF4;BIN1;KIF2C;PIK3C3;MCM2;CUL9;L3MBTL1;SMARCD1;CUL7;SMARCD2;CDCA2;SMARCD3;PIK3R4;PDXP;TXLNG;AURKB;USP19;AURKA;RACGAP1;E4F1;ECT2;RAB11FIP3;BUB1;RAB11FIP4;YTHDF2;PHF10;CAV2;PLK1;MYO19;MYBBP1A;PRC1;CEP85"
